field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name
åsgard,2015,2.73235,9.80621,3.55954,0.0,16.09809,0.9972099999999999,43765,0.01955123639816596,0.0866978502887873,0.03151077040497664,0.0,0.123999342382787,0.01132325319326508,Producing,Producing,40564.0,åsgard,True,21.73076923076923,5.990376898377546,289.3076923076923,18.87807030555661,0.0,0.0,87.0,13.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,24.0,13.0,0.0,0.0,393.0,269.0,0.0,141.0,70.0,737.0,0.0,948.0,3849.6666666666665,3.7859388972001575,309.8333333333333,0.28867513459480465,4780.0,14137.0,1021.213335,993247006.0,equinor energy as,4811.844422,1409.501757,10.331809,1074153.6,"{'Petoro AS': 35.69, 'Equinor Energy AS': 34.57, 'Eni Norge AS': 14.82, 'Total E&P Norge AS': 7.68, 'ExxonMobil Exploration and Production Norway AS': 7.24}","{'Petoro AS': 35.69, 'Equinor ASA': 34.57, 'Vår Energi AS': 7.24, 'TotalEnergies EP Norge': 7.68}"
skirne,2015,0.07759,0.43644,0.0,0.0,0.51404,0.0,2138816,0.0009305468415090257,0.01845295689535469,0.0,0.0,0.019058347888587412,0.0,Producing,Shut down,21620.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,0.0,325.0,0.0,0.0,0.0,,,,,,,,"{'Total E&P Norge AS': 40.0, 'LOTOS Exploration and Production Norge AS': 30.0, 'Petoro AS': 30.0}","{'TotalEnergies EP Norge': 40.0, 'LOTOS Exploration and Production Norge AS': 30.0, 'Petoro AS': 30.0}"
vilje,2015,0.78895,0.02636,0.0,0.0,0.81531,0.95075,3392471,0.005748257377569997,0.00022856601725196207,0.0,0.0,0.005959954430881319,0.007625001291604458,Producing,Producing,5081703.0,alvheim,True,,0.0,122.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,8.0,2169.5,62.932503525602726,122.0,0.0,-2.0,1.0,,,,,,,,"{'Det norske oljeselskap ASA': 46.904, 'Statoil Petroleum AS': 28.853, 'PGNiG Upstream International AS': 24.243}","{'Aker BP': 46.904, 'Equinor ASA': 28.853, 'PGNiG': 24.243}"
ringhorne øst,2015,0.63396,0.01503,0.0,0.0,0.64899,1.21518,3505505,0.008650907466849938,0.00030100211415748016,0.0,0.0,0.008697198216562724,0.021969121097990738,Producing,Producing,3505593.0,balder,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,5.0,10.0,0.0,1997.0,1.4142135623730951,128.5,0.0,2.0,811.0,,,,,,,,"{'Point Resources AS': 77.38, 'Statoil Petroleum AS': 14.82, 'Faroe Petroleum Norge AS': 7.8}","{'Point Resources AS': 77.38, 'Equinor ASA': 14.82, 'DNO ASA': 7.8}"
sigyn,2015,0.06836,0.17909,0.07371,0.0,0.32117,0.08999,1630100,0.001998623768921247,0.001994813540310487,0.0016435721905211666,0.0,0.005409257146668836,0.0021511707524184613,Producing,Producing,21372.0,sleipner øst,True,20.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2609.0,0.0,78.6,0.0,44.0,25.0,,,,,,,,"{'Equinor Energy AS': 60.0, 'ExxonMobil Exploration and Production Norway AS': 40.0}","{'Equinor ASA': 60.0, 'Vår Energi AS': 40.0}"
vale,2015,0.26706,0.29245,0.0,0.0,0.55954,0.0,1578893,0.004277625722077823,0.00305255320356682,0.0,0.0,0.006749491338859051,0.0,Producing,Shut down,,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3796.0,0.0,114.0,0.0,10.0,0.0,,,,,,,,"{'Centrica Resources (Norge) AS': 50.0, 'LOTOS Exploration and Production Norge AS': 25.757, 'PGNiG Upstream International AS': 24.243}","{'Sval Energi AS': 50.0, 'LOTOS Exploration and Production Norge AS': 25.757, 'PGNiG': 24.243}"
blane,2015,0.02799,0.0,0.00115,0.0,0.02913,0.02169,3437650,0.000936231566149393,0.0,3.848455022552045e-05,0.0,0.0009699589963217283,0.00075285064316177,Producing,Producing,3437667.0,ula,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.6,0.0,126.9875,1.3705447300773708,-9.0,7.0,,,,,,,,"{'Talisman Sinopec Energy UK Limited': 25.0012, 'Faroe Petroleum (UK) Limited': 18.0041, 'Repsol Exploration Norge AS': 18.0, 'JX Nippon Exploration and Production (UK) Limited': 13.9935, 'Dana Petroleum (BVUK) Limited': 12.5006, 'Roc Oil (GB) Limited': 12.5006}","{'Repsol': 18.0, 'DNO ASA': 18.0041, 'JX Nippon Exploration and Production (UK) Limited': 13.9935, 'Dana Petroleum (BVUK) Limited': 12.5006, 'Roc Oil (GB) Limited': 12.5006}"
skuld,2015,0.92807,0.06292,0.02097,0.0,1.01196,0.31286,21350124,0.011415683357344476,0.0025314722031165014,0.0008768448084933947,0.0,0.013828315482766121,0.00597131450936031,Producing,Producing,21836.0,norne,True,20.0,0.0,353.0,8.660254037844387,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,6.0,11.0,0.0,23.0,2851.0,0.0,343.0,0.0,53.0,310.0,0.576913,893246592.0,equinor energy as,0.0,9.83421,,,"{'Statoil Petroleum AS': 63.95455, 'Petoro AS': 24.54546, 'Eni Norge AS': 11.5}","{'Equinor ASA': 63.95455, 'Petoro AS': 24.54546, 'Vår Energi AS': 11.5}"
fram,2015,1.47281,0.63154,0.08056,0.0,2.18491,1.1164399999999999,1578840,0.008604251019470578,0.010364389060917226,0.002188915602564776,0.0,0.013980781912281868,0.012458767875263468,Producing,Producing,21524.0,troll,True,15.0,0.0,358.3333333333333,2.581988897471607,0.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,23.0,13.0,0.0,12.0,15.0,30.0,0.0,57.0,1962.3333333333333,119.10275675510897,356.0,0.0,14.0,722.0,0.761091,973861778.0,equinor energy as,0.0,12.97377,,,"{'Statoil Petroleum AS': 45.0, 'ExxonMobil Exploration and Production Norway AS': 25.0, 'Idemitsu Petroleum Norge AS': 15.0, 'ENGIE E&P Norge AS': 15.0}","{'Equinor ASA': 45.0, 'Vår Energi AS': 25.0, 'Idemitsu Petroleum Norge AS': 15.0, 'Neptune Energy Norge AS': 15.0}"
tor,2015,0.18099,0.00656,0.00357,0.0,0.1911,0.17246,43520,0.001070786669187234,8.605847201792863e-05,3.840572873934304e-05,0.0,0.0011447468954076496,0.005195788212727224,Producing,Producing,45891.0,tor,True,25.0,0.0,67.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,3256.0,45.254833995939045,67.4,0.0,2.0,74.0,26.978724,872450912.0,conocophillips skandinavia as,8.885898,161.432842,1.063028,173994.77563,"{'Total E&P Norge AS': 48.19879, 'ConocoPhillips Skandinavia AS': 30.65799, 'Eni Norge AS': 10.81656, 'Equinor Energy AS': 6.63922, 'Petoro AS': 3.68744}","{'TotalEnergies EP Norge': 48.19879, 'ConocoPhillips': 30.65799, 'Vår Energi AS': 10.81656, 'Equinor ASA': 6.63922, 'Petoro AS': 3.68744}"
varg,2015,0.32029,0.0785,0.010409999999999999,0.0038599999999999997,0.41307,1.17859,43451,0.0031789519666173957,0.007516777396214578,0.0009733272363860519,0.0003797806384392618,0.007651026223502784,0.013443640239116332,Producing,Shut down,,varg,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,13.0,0.0,0.0,76.0,0.0,191.0,267.0,0.0,2897.5,6.363961030678928,84.0,0.0,4.0,0.0,74.743528,893258272.0,repsol norge as,52.550863,810.347755,14.747373,1216768.697503,"{'Repsol Exploration Norge AS': 65.0, 'Petoro AS': 30.0, 'Det norske oljeselskap ASA': 5.0}","{'Repsol': 65.0, 'Petoro AS': 30.0, 'Aker BP': 5.0}"
embla,2015,0.12921,0.0837,0.01672,0.0,0.22961,0.0009500000000000001,43534,0.0038300299666522903,0.0020991361859757285,0.0003925287096236247,0.0,0.005982921843704696,5.16030889373765e-05,Producing,Producing,20900.0,embla,True,20.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,17.0,0.0,4633.0,0.0,71.0,0.0,121.0,0.0,0.08288,872450912.0,conocophillips skandinavia as,7.94182,1.177335,0.017676,1178.4,"{'Total E&P Norge AS': 39.896, 'ConocoPhillips Skandinavia AS': 35.112, 'Eni Norge AS': 12.388, 'Equinor Energy AS': 7.604, 'Petoro AS': 5.0}","{'TotalEnergies EP Norge': 39.896, 'ConocoPhillips': 35.112, 'Vår Energi AS': 12.388, 'Equinor ASA': 7.604, 'Petoro AS': 5.0}"
atla,2015,0.02699,0.31549,0.0,0.0,0.34247,0.0,21106284,0.0005811346007960845,0.017189817524195874,0.0,0.0,0.017149383481276485,0.0,Producing,Shut down,5467035.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2726.0,0.0,119.0,0.0,0.0,0.0,,,,,,,,"{'Total E&P Norge AS': 40.0, 'Petoro AS': 30.0, 'LOTOS Exploration and Production Norge AS': 20.0, 'Det norske oljeselskap ASA': 10.0}","{'TotalEnergies EP Norge': 40.0, 'Petoro AS': 30.0, 'LOTOS Exploration and Production Norge AS': 20.0, 'Aker BP': 10.0}"
vigdis,2015,2.05057,0.0,3e-05,0.0,2.0506,4.71951,43732,0.022482988906093317,0.0,8.660254037844387e-06,0.0,0.022484617098376524,0.06033113505328888,Producing,Producing,21516.0,snorre,True,19.0,5.477225575051661,277.09090909090907,22.416308997935168,0.0,0.0,30.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,67.0,0.0,0.0,0.0,209.0,39.0,0.0,97.0,59.0,212.0,0.0,368.0,2516.5,120.91525958289962,287.5,6.363961030678928,1454.0,5921.0,8.055113,993246751.0,equinor energy as,0.5,129.854664,0.003276,455.34,"{'Statoil Petroleum AS': 41.5, 'Petoro AS': 30.0, 'ExxonMobil Exploration and Production Norway AS': 16.1, 'Idemitsu Petroleum Norge AS': 9.6, 'DEA Norge AS': 2.8}","{'Equinor ASA': 41.5, 'Petoro AS': 30.0, 'Vår Energi AS': 16.1, 'Idemitsu Petroleum Norge AS': 9.6, 'Wintershall Dea Norge AS': 2.8}"
brage,2015,0.65863,0.16124,0.09226,0.0,0.91213,13.33013,43651,0.011844006891353294,0.0029070582861008953,0.0016305985143963287,0.0,0.014788563430344856,0.1638914240065013,Producing,Producing,40432.0,brage,True,20.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4.0,0.0,0.0,0.0,862.0,122.0,0.0,210.0,245.0,661.0,1116.0,0.0,2216.0,101.4724921674178,136.9,0.0,983.0,2064.0,198.059199,993245437.0,okea asa,178.331783,801.32839,78.217041,5330164.0,"{'Wintershall Norge AS': 35.2, 'Talisman Energy Norge AS': 33.8434, 'Faroe Petroleum Norge AS': 14.2567, 'Core Energy AS': 12.2575, 'VNG Norge AS': 4.4424}","{'Wintershall Dea Norge AS': 35.2, 'Repsol': 33.8434, 'DNO ASA': 14.2567, 'Core Energy AS': 12.2575, 'Neptune Energy Norge AS': 4.4424}"
volund,2015,0.72394,0.11009,0.0,0.0,0.83405,1.16868,4380167,0.008866702608721863,0.0018376489838592106,0.0,0.0,0.010566692488736255,0.019961134054138126,Producing,Producing,22012.0,alvheim,True,18.333333333333332,2.886751345948128,123.66666666666667,0.5163977794943219,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,10.0,14.0,0.0,27.0,1912.0,100.40916292848975,124.0,0.0,122.0,6.0,,,,,,,,"{'Det norske oljeselskap ASA': 65.0, 'Lundin Norway AS': 35.0}",{'Aker BP': 35.0}
sleipner vest,2015,0.82559,4.07788,0.52639,0.0,5.42987,0.36478,43457,0.0062013187136188,0.028922392499217426,0.007598167791505971,0.0,0.03919861139895216,0.004684550688328086,Producing,Producing,40848.0,sleipner øst,True,33.333333333333336,15.275252316519467,100.33333333333333,15.044378795195675,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,0.0,0.0,37.0,102.0,0.0,0.0,8.0,164.0,153.0,19.0,3753.0,0.0,108.0,0.0,154.0,3555.0,293.839223,993246646.0,equinor energy as,674.710746,1171.756155,0.426426,6600.172205,"{'Statoil Petroleum AS': 58.34944, 'ExxonMobil Exploration and Production Norway AS': 17.23936, 'LOTOS Exploration and Production Norge AS': 15.0, 'Total E&P Norge AS': 9.4112}","{'Equinor ASA': 58.34944, 'Vår Energi AS': 17.23936, 'LOTOS Exploration and Production Norge AS': 15.0, 'TotalEnergies EP Norge': 9.4112}"
alvheim,2015,2.57038,0.39276,0.0,0.0,2.96313,4.65985,2845712,0.02387719674171205,0.0056746661896217646,0.0,0.0,0.02914708939936446,0.04113599738745379,Producing,Producing,22436.0,alvheim,True,21.428571428571427,2.314550249431379,123.08,1.956186766816159,1.0,0.0,34.0,3.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,12.0,6.0,0.0,0.0,82.0,23.0,0.0,12.0,71.0,164.0,0.0,247.0,2101.1,189.7831803810748,120.2,1.032795558988642,2482.0,14290.0,200.678524,912726444.0,aker bp asa,1730.91074,480.870368,65.905286,2526640.38312,"{'Det norske oljeselskap ASA': 65.0, 'ConocoPhillips Skandinavia AS': 20.0, 'Lundin Norway AS': 15.0}","{'Aker BP': 15.0, 'ConocoPhillips': 20.0}"
yttergryta,2015,0.0,0.0,0.0,0.0,0.0,0.0,4973114,0.0,0.0,0.0,0.0,0.0,0.0,Shut down,Shut down,21292.0,åsgard,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.6666666666665,0.0,93.0,0.0,0.0,0.0,,,,,,,,"{'Equinor Energy AS': 45.75, 'Total E&P Norge AS': 24.5, 'Petoro AS': 19.95, 'Eni Norge AS': 9.8}","{'Equinor ASA': 45.75, 'TotalEnergies EP Norge': 24.5, 'Petoro AS': 19.95, 'Vår Energi AS': 9.8}"
ormen lange,2015,0.0,16.79151,0.0,1.06686,17.85835,0.0,2762452,0.0,0.46119631872151007,0.0,0.03085888659394862,0.4919720880009045,0.0,Producing,Producing,2588637.0,ormen lange,True,50.0,0.0,869.75,36.881567211820055,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,7.0,24.0,81.0,0.0,0.0,29.0,104.0,7.0,126.0,2902.0,0.0,853.8,0.0,4287.0,8790.0,27.529312,890286852.0,a/s norske shell,0.0,397.650599,0.056754,6887.8,"{'Petoro AS': 36.485, 'Statoil Petroleum AS': 25.3452, 'A/S Norske Shell': 17.8134, 'DONG E&P Norge AS': 14.0208, 'ExxonMobil Exploration and Production Norway AS': 6.3356}","{'Petoro AS': 36.485, 'Equinor ASA': 25.3452, 'A/S Norske Shell': 17.8134, 'PGNiG': 14.0208, 'Vår Energi AS': 6.3356}"
enoch,2015,0.00044,0.0,0.0,0.0,0.00044,1e-05,3437659,0.00012701705922171767,0.0,0.0,0.0,0.00012701705922171767,2.8867513459481293e-06,Producing,Producing,3437805.0,brae,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4633.0,0.0,71.0,0.0,0.0,0.0,,,,,,,,"{'Talisman Sinopec North Sea Limited': 24.0, 'Dana Petroleum (BVUK) Limited': 20.8, 'First Oil Expro Limited': 14.0, 'Faroe Petroleum (ROGB) Limited': 12.0, 'Statoil Petroleum AS': 11.78, 'Endeavour Energy (UK) Limited': 8.0, 'Noreco Norway AS': 4.36, 'Det norske oljeselskap ASA': 2.0, 'Faroe Petroleum Norge AS': 1.86, 'Talisman Sinopec LNS Limited': 1.2}","{'Repsol': 1.2, 'Dana Petroleum (BVUK) Limited': 20.8, 'First Oil Expro Limited': 14.0, 'DNO ASA': 1.86, 'Equinor ASA': 11.78, 'Endeavour Energy (UK) Limited': 8.0, 'Noreco Norway AS': 4.36, 'Aker BP': 2.0}"
jotun,2015,0.09194,0.00069,0.0,0.0,0.09262,2.68888,43604,0.002028411081401281,8.269604805331608e-05,0.0,0.0,0.0020737310833520836,0.06408612420135511,Producing,Shut down,38724022.0,jotun,True,20.0,0.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,20.0,30.0,70.0,120.0,0.0,2132.6666666666665,16.165807537309583,127.0,0.0,38.0,0.0,159.662387,993256978.0,vår energi asa,122.350541,833.653956,39.125413,1450687.03593,"{'ExxonMobil Exploration and Production Norway AS': 90.0, 'Det norske oljeselskap ASA': 7.0, 'Faroe Petroleum Norge AS': 3.0}","{'Vår Energi AS': 90.0, 'Aker BP': 7.0, 'DNO ASA': 3.0}"
trym,2015,0.19719,0.5316299999999999,0.0,0.0,0.72882,0.0,18081500,0.004453401406892163,0.010952553977788179,0.0,0.0,0.01523891400330089,0.0,Producing,Producing,21988.0,harald,True,20.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3499.0,0.0,65.0,0.0,0.0,73.0,,,,,,,,"{'Bayerngas Norge AS': 50.0, 'Faroe Petroleum Norge AS': 50.0}","{'Sval Energi AS': 50.0, 'DNO ASA': 50.0}"
gaupe,2015,0.02048,0.012750000000000001,0.00269,0.00088,0.03675,0.01426,18161341,0.0013906004807167647,0.0012472961666231191,0.00026735942213817825,9.585342345414059e-05,0.0027776547498007936,0.0032879804061939225,Producing,Shut down,,armada,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.2,70.48191257336879,120.0,0.0,0.0,0.0,,,,,,,,"{'A/S Norske Shell': 60.0, 'Lundin Norway AS': 40.0}","{'A/S Norske Shell': 60.0, 'Aker BP': 40.0}"
vega,2015,1.11475,1.68598,1.02377,0.10926,3.93372,0.02654,4467595,0.006952735836061987,0.013046095781938554,0.012711177942935489,0.0009894948206029175,0.02841561734488464,0.00038135722535876163,Producing,Producing,20459640.0,gjøa,True,23.333333333333332,5.773502691896258,374.3333333333333,5.507570547286094,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,3.0,20.0,0.0,23.0,3487.0,0.0,368.0,0.0,0.0,-30.0,,,,,,,,"{'Wintershall Norge AS': 55.62, 'Petoro AS': 28.32, 'Bayerngas Norge AS': 7.3, 'GDF SUEZ E&P Norge AS': 4.38, 'Idemitsu Petroleum Norge AS': 4.38}","{'Wintershall Dea Norge AS': 55.62, 'Petoro AS': 28.32, 'Sval Energi AS': 7.3, 'Neptune Energy Norge AS': 4.38, 'Idemitsu Petroleum Norge AS': 4.38}"
tambar,2015,0.25267,0.0,0.01134,0.0,0.26403,0.0028,1028599,0.006674850299081735,0.0,0.0003217424153234724,0.0,0.0069863595995729765,0.0001379283960040224,Producing,Producing,21316.0,ula,True,15.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4245.0,57.982756057296896,67.4,0.0,52.0,79.0,,,,,,,,"{'Aker BP ASA': 55.0, 'Faroe Petroleum Norge AS': 45.0}","{'Aker BP': 55.0, 'DNO ASA': 45.0}"
huldra,2015,0.0,0.0,0.0,0.0,0.0,0.0,97002,0.0,0.0,0.0,0.0,0.0,0.0,Shut down,Shut down,28973861.0,huldra,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3910.0,14.583095236151566,125.0,0.0,0.0,0.0,3.701045,993246905.0,equinor energy as,0.0,61.920681,0.011,250.0,"{'Statoil Petroleum AS': 70.0, 'A/S Norske Shell': 30.0}","{'Equinor ASA': 70.0, 'A/S Norske Shell': 30.0}"
