field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name
brage,2003,1.8780299999999999,0.09839,0.08139,0.0,2.05782,6.97448,43651,0.011532020342586036,0.0010871017208684529,0.0008999002469971073,0.0,0.013236304414203178,0.08978668440793264,Producing,Producing,40432.0,brage,True,20.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,337.0,35.0,0.0,98.0,83.0,231.0,412.0,0.0,2167.3333333333335,8.082903768654813,136.96666666666667,0.0577350269189675,212.0,2064.0,203.53504,993245437.0,okea asa,120.52097,851.772113,62.309614,2507850.0,"{'Paladin Resources Norge AS': 20.0, 'Norsk Hydro Produksjon AS': 20.0, 'Esso Exploration and Production Norway A/S': 16.3434, 'Petoro AS': 14.2567, 'Statoil ASA (old)': 12.7, 'Eni Norge AS (old)': 12.2575, 'OER Oil AS': 4.4424}","{'Repsol': 20.0, 'Norsk Hydro ASA': 20.0, 'Esso Exploration and Production Norway A/S': 16.3434, 'Petoro AS': 14.2567, 'Equinor ASA': 12.7, 'Vår Energi AS': 12.2575, 'OER Oil AS': 4.4424}"
njord,2003,1.76409,0.0,0.0,0.0,1.76409,0.14393,43751,0.01644720596608764,0.0,0.0,0.0,0.01644720596608764,0.00982917221922332,Producing,Producing,40585.0,njord,True,23.75,2.5000000000000004,319.0952380952381,49.97189686404226,0.0,0.0,33.0,6.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,51.0,9.0,0.0,33.0,12.0,49.0,0.0,94.0,2881.433333333333,105.4298977203968,330.0,0.0,610.0,7150.0,193.45621,993246581.0,equinor energy as,575.00811,861.20794,1.661809,141333.0,"{'Gaz de France Norge AS': 20.0, 'Mobil Development Norway AS': 20.0, 'Norsk Hydro Produksjon AS': 20.0, 'Norske ConocoPhillips AS': 15.0, 'Paladin Resources Norge AS': 15.0, 'Petoro AS': 7.5, 'OER Oil AS': 2.5}","{'Gaz de France Norge AS': 20.0, 'Mobil Development Norway AS': 20.0, 'Norsk Hydro ASA': 20.0, 'ConocoPhillips': 15.0, 'Repsol': 15.0, 'Petoro AS': 7.5, 'OER Oil AS': 2.5}"
heimdal,2003,0.05645,0.39615,0.0,0.0,0.45258,0.0,43590,0.002128740380145171,0.01623080635704832,0.0,0.0,0.018317174504223672,0.0,Producing,Shut down,2473189.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3423.0,0.0,120.2,0.0,16.0,0.0,115.278473,993246492.0,equinor energy as,1456.958553,410.008201,0.430932,5594.73,"{'Marathon Petroleum Norge AS': 23.798, 'Petoro AS': 20.0, 'Statoil ASA (old)': 20.0, 'Norsk Hydro Produksjon AS': 19.274, 'Total E&P Norge AS': 16.759, 'AS Uglands Rederi': 0.169}","{'Aker BP': 23.798, 'Petoro AS': 20.0, 'Equinor ASA': 20.0, 'Norsk Hydro ASA': 19.274, 'TotalEnergies EP Norge': 16.759, 'AS Uglands Rederi': 0.169}"
vale,2003,0.15268,0.11896,0.0,0.0,0.27163,0.0,1578893,0.0030704022044301784,0.00344787769592551,0.0,0.0,0.006346083199084061,0.0,Producing,Shut down,,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.0,0.0,115.0,0.0,34.0,0.0,,,,,,,,"{'Marathon Petroleum Norge AS': 46.904, 'Norsk Hydro Produksjon AS': 28.531, 'Total E&P Norge AS': 24.243, 'AS Uglands Rederi': 0.322}","{'Aker BP': 46.904, 'Norsk Hydro ASA': 28.531, 'TotalEnergies EP Norge': 24.243, 'AS Uglands Rederi': 0.322}"
tor,2003,0.16291,0.01715,0.00665,0.0,0.18669,0.31568,43520,0.004685132109000541,0.0004952402233137762,0.00019901842460770647,0.0,0.005379113014074144,0.008401910316689708,Producing,Producing,45891.0,tor,True,25.0,0.0,67.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3266.5,7.7781745930520225,67.0,0.0,42.0,74.0,27.734756,872450912.0,conocophillips skandinavia as,8.726784,196.837448,6.983859,319136.4048,"{'TotalFinaElf Exploration Norge AS': 48.19879, 'Phillips Petroleum Norsk AS': 30.65799, 'Norsk Agip AS': 10.81656, 'Norsk Hydro Produksjon AS': 5.80974, 'Petoro AS': 3.68744, 'Statoil ASA (old)': 0.82948}","{'TotalEnergies EP Norge': 48.19879, 'ConocoPhillips': 30.65799, 'Vår Energi AS': 10.81656, 'Norsk Hydro ASA': 5.80974, 'Petoro AS': 3.68744, 'Equinor ASA': 0.82948}"
frigg,2003,0.0,0.70768,0.0,0.00116,0.70882,0.00178,43555,0.0,0.007792747599628464,0.0,1.3026778945578593e-05,0.007803598043482405,3.40676688460784e-05,Producing,Shut down,,frigg,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2927.5,10.606601717798213,361.0,0.0,0.0,0.0,,,,,,,,"{'Total E&P UK Ltd': 39.18, 'Total E&P Norge AS': 28.664, 'Norsk Hydro Produksjon AS': 19.992, 'Statoil ASA (old)': 12.164}","{'TotalEnergies EP Norge': 28.664, 'Norsk Hydro ASA': 19.992, 'Equinor ASA': 12.164}"
heidrun,2003,9.069749999999999,1.34493,0.17497000000000001,0.0,10.58961,3.72273,43771,0.11685731953773995,0.019753264459784408,0.005294471315924897,0.0,0.10197858822722634,0.050329839174823886,Producing,Producing,40490.0,heidrun,True,31.071428571428573,11.465428206397002,322.92857142857144,93.37555625266447,0.0,0.0,17.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,4.0,6.0,0.0,0.0,278.0,17.0,0.0,104.0,30.0,255.0,257.0,132.0,2534.65,117.60640167221207,346.35,9.628825770273632,2190.0,31614.0,357.554539,979188676.0,equinor energy as,1458.697306,1933.100898,88.247206,2230651.0,"{'Petoro AS': 58.15547, 'Norske Conoco A/S': 24.29251, 'Statoil ASA (old)': 12.43138, 'Eni Norge AS (old)': 5.12064}","{'Petoro AS': 58.15547, 'ConocoPhillips': 24.29251, 'Equinor ASA': 12.43138, 'Vår Energi AS': 5.12064}"
eldfisk,2003,2.41859,0.74211,0.14158,0.0,3.30225,0.74374,43527,0.021991549806204835,0.016040203538155447,0.0025277292480633973,0.0,0.03769566821629147,0.016619657492003708,Producing,Producing,20900.0,eldfisk,True,20.0,0.0,71.57142857142857,1.8126539343499306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,220.0,80.0,0.0,52.0,6.0,259.0,317.0,0.0,2931.375,99.31211322559469,70.575,0.6751543033509716,866.0,17421.0,283.070352,872450912.0,conocophillips skandinavia as,203.514106,957.587915,41.228544,773584.281573,"{'TotalFinaElf Exploration Norge AS': 39.896, 'Phillips Petroleum Norsk AS': 35.112, 'Norsk Agip AS': 12.388, 'Norsk Hydro Produksjon AS': 6.654, 'Petoro AS': 5.0, 'Statoil ASA (old)': 0.95}","{'TotalEnergies EP Norge': 39.896, 'ConocoPhillips': 35.112, 'Vår Energi AS': 12.388, 'Norsk Hydro ASA': 6.654, 'Petoro AS': 5.0, 'Equinor ASA': 0.95}"
fram,2003,0.69354,0.0,0.0,0.0,0.69354,0.00273,1578840,0.06624992301882318,0.0,0.0,0.0,0.06624992301882318,0.00034394767043839674,Approved for production,Producing,21524.0,troll,True,15.0,0.0,358.3333333333333,2.581988897471607,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,0.0,8.0,2658.675,35.75130533747436,358.0,0.0,1518.0,722.0,8.1328,973861778.0,equinor energy as,0.0,177.905,0.255,,"{'Norsk Hydro Produksjon AS': 25.0, 'Mobil Development Norway AS': 25.0, 'Statoil ASA (old)': 20.0, 'Idemitsu Petroleum Norge AS': 15.0, 'Gaz de France Norge AS': 15.0}","{'Norsk Hydro ASA': 25.0, 'Mobil Development Norway AS': 25.0, 'Equinor ASA': 20.0, 'Idemitsu Petroleum Norge AS': 15.0, 'Gaz de France Norge AS': 15.0}"
embla,2003,0.40322,0.10877,0.03365,0.0,0.54562,0.00861,43534,0.00915301126141092,0.0038883332683889897,0.000892763414993869,0.0,0.013357685450932756,0.0002430908920922004,Producing,Producing,20900.0,embla,True,20.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0,4506.05,91.99459223237008,70.7,0.0,133.0,0.0,0.09248,872450912.0,conocophillips skandinavia as,0.06801,2.023,0.096845,1468.8,"{'TotalFinaElf Exploration Norge AS': 39.896, 'Phillips Petroleum Norsk AS': 35.112, 'Norsk Agip AS': 12.388, 'Norsk Hydro Produksjon AS': 6.654, 'Petoro AS': 5.0, 'Statoil ASA (old)': 0.95}","{'TotalEnergies EP Norge': 39.896, 'ConocoPhillips': 35.112, 'Vår Energi AS': 12.388, 'Norsk Hydro ASA': 6.654, 'Petoro AS': 5.0, 'Equinor ASA': 0.95}"
statfjord nord,2003,2.83021,0.18444,0.13746,0.0,3.15212,3.2990399999999998,43679,0.026505184898716536,0.0018638718254800092,0.0011968405377189028,0.0,0.02914721484693407,0.028032989008082473,Producing,Producing,21084.0,statfjord,True,27.5,15.0,241.75,65.03012122598778,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,24.0,0.0,15.0,0.0,39.0,0.0,54.0,2727.75,6.010407640085654,275.0,14.142135623730951,364.0,2946.0,6.580388,993246794.0,equinor energy as,0.0,143.946005,,,"{'Petoro AS': 30.0, 'Esso Exploration and Production Norway A/S': 25.0, 'Statoil ASA (old)': 21.875, 'Norske ConocoPhillips AS': 12.08333, 'A/S Norske Shell': 10.0, 'Enterprise Oil Norge AS': 1.04167}","{'Petoro AS': 30.0, 'Esso Exploration and Production Norway A/S': 25.0, 'Equinor ASA': 21.875, 'ConocoPhillips': 12.08333, 'A/S Norske Shell': 10.0, 'Shell': 1.04167}"
balder,2003,3.94946,0.03176,0.0,0.0,3.9812000000000003,2.16331,43562,0.04764099224852736,0.005951244840494731,0.0,0.0,0.050704508376444905,0.037303437438082974,Producing,Producing,20756.0,balder,True,21.75,2.4468024246479643,127.03703703703704,0.4369018092010964,0.0,0.0,37.0,4.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,101.0,34.0,0.0,23.0,64.0,65.0,15.0,137.0,1819.609090909091,288.38313215077426,128.5,0.0,2149.0,31306.0,142.115333,993256951.0,vår energi asa,208.48973,1417.029392,14.898564,474276.61963,{'ExxonMobil Exploration and Production Norway AS': 100.0},{'Vår Energi AS': 100.0}
sygna,2003,1.63804,0.0,0.0,0.0,1.63804,1.1772,104718,0.017276546547445776,0.0,0.0,0.0,0.017276546547445776,0.011097919542951203,Producing,Producing,96205.0,statfjord,True,20.0,0.0,299.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,2783.0,0.0,299.0,0.0,180.0,254.0,1.43976,993246794.0,equinor energy as,0.0,31.49475,,,"{'Petoro AS': 30.0, 'Statoil ASA (old)': 24.73, 'Esso Exploration and Production Norway A/S': 18.475, 'Norske ConocoPhillips AS': 6.6458, 'Norsk Hydro Produksjon AS': 5.9763, 'A/S Norske Shell': 5.5, 'Idemitsu Petroleum Norge AS': 4.32, 'TotalFinaElf Exploration Norge AS': 2.52, 'RWE Dea Norge AS': 1.26, 'Enterprise Oil Norge AS': 0.5729}","{'Petoro AS': 30.0, 'Equinor ASA': 24.73, 'Esso Exploration and Production Norway A/S': 18.475, 'ConocoPhillips': 6.6458, 'Norsk Hydro ASA': 5.9763, 'A/S Norske Shell': 5.5, 'Idemitsu Petroleum Norge AS': 4.32, 'TotalEnergies EP Norge': 2.52, 'Wintershall Dea Norge AS': 1.26, 'Shell': 0.5729}"
statfjord,2003,7.75454,1.19393,0.62175,0.0,9.5702,35.43989,43658,0.07343665394354677,0.028383397662696902,0.018440577354893697,0.0,0.1102994757535826,0.3115941380723659,Producing,Producing,41686.0,statfjord,True,,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,25.0,0.0,0.0,847.0,22.0,0.0,126.0,22.0,788.0,918.0,18.0,2816.625,127.3035401445432,145.25625,0.48712592485583806,1214.0,11589.0,1481.760858,993246794.0,equinor energy as,1084.079315,6014.378061,711.142593,78178048.0,"{'Statoil ASA (old)': 44.33688, 'Esso Exploration and Production Norway A/S': 21.36717, 'Norske Conoco A/S': 10.32747, 'A/S Norske Shell': 8.54687, 'BP Petroleum Development Ltd': 4.84377, 'Conoco (UK) Ltd': 4.84377, 'Chevron Texaco UK Ltd.': 4.84377, 'Enterprise Oil Norge AS': 0.8903}","{'Equinor ASA': 44.33688, 'Esso Exploration and Production Norway A/S': 21.36717, 'ConocoPhillips': 4.84377, 'A/S Norske Shell': 8.54687, 'Aker BP': 4.84377, 'Chevron': 4.84377, 'Shell': 0.8903}"
veslefrikk,2003,1.6859199999999999,0.03093,0.02254,0.0,1.73937,4.19138,43618,0.023536661666945093,0.0011686132029811312,0.0008938663041512248,0.0,0.023514468708358348,0.05544643702518565,Producing,Shut down,21212.0,veslefrikk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,153.0,25.0,117.0,295.0,0.0,2985.66,138.4143345177803,175.0,0.0,483.0,0.0,190.768933,993246905.0,equinor energy as,306.675996,1207.865912,130.858267,4661428.73,"{'Petoro AS': 37.0, 'TotalFinaElf Exploration Norge AS': 18.0, 'Statoil ASA (old)': 18.0, 'RWE Dea Norge AS': 13.5, 'Paladin Resources Norge AS': 9.0, 'Svenska Petroleum Exploration AS': 4.5}","{'Petoro AS': 37.0, 'TotalEnergies EP Norge': 18.0, 'Equinor ASA': 18.0, 'Wintershall Dea Norge AS': 13.5, 'Repsol': 9.0, 'Svenska Petroleum Exploration AS': 4.5}"
ula,2003,1.07058,0.05007,0.08428,0.0,1.20493,3.12889,43800,0.00915544994177586,0.004529995233792395,0.0015403325103445175,0.0,0.012655411676313406,0.11186177155581821,Producing,Producing,20916.0,ekofisk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,31.0,0.0,97.0,128.0,0.0,3714.0,0.0,69.0,0.0,279.0,145.0,155.832392,993302392.0,aker bp asa,489.536158,608.913914,5.811152,556401.9884,"{'BP Norge AS': 80.0, 'Svenska Petroleum Exploration AS': 15.0, 'DONG Norge AS': 5.0}","{'Aker BP': 80.0, 'Svenska Petroleum Exploration AS': 15.0, 'PGNiG': 5.0}"
visund,2003,2.02094,0.0,0.0,0.0,2.02094,1.00464,43745,0.044246532444173904,0.0,0.0,0.0,0.044246532444173904,0.03835609635081139,Producing,Producing,40726.0,visund,True,20.90909090909091,2.505405411716091,338.6666666666667,12.426012920540892,0.0,0.0,60.0,5.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,4.0,0.0,0.0,74.0,1.0,0.0,24.0,23.0,47.0,0.0,94.0,2927.8,60.52834046956856,335.0,0.0,837.0,13447.0,199.019027,893246932.0,equinor energy as,371.619405,1192.339717,13.179965,632975.0,"{'Statoil ASA (old)': 32.9, 'Petoro AS': 30.0, 'Norsk Hydro Produksjon AS': 20.3, 'Norske ConocoPhillips AS': 9.1, 'TotalFinaElf Exploration Norge AS': 7.7}","{'Equinor ASA': 32.9, 'Petoro AS': 30.0, 'Norsk Hydro ASA': 20.3, 'ConocoPhillips': 9.1, 'TotalEnergies EP Norge': 7.7}"
oseberg øst,2003,2.18823,0.08191999999999999,0.0,0.0,2.27015,2.21828,43639,0.041828623763029676,0.0016328855292135913,0.0,0.0,0.04343412032415683,0.037190429446622986,Producing,Producing,3500071.0,oseberg,True,20.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,63.0,5.0,0.0,20.0,7.0,44.0,71.0,0.0,2952.925,81.0817848430418,158.0,0.0,84.0,352.0,104.107207,993246603.0,equinor energy as,53.78384,376.156865,0.00552,11.0,"{'Norsk Hydro Produksjon AS': 34.0, 'Petoro AS': 33.6, 'Statoil ASA (old)': 15.3, 'TotalFinaElf Exploration Norge AS': 10.0, 'Mobil Development Norway AS': 4.7, 'Norske Conoco A/S': 2.4}","{'Norsk Hydro ASA': 34.0, 'Petoro AS': 33.6, 'Equinor ASA': 15.3, 'TotalEnergies EP Norge': 10.0, 'Mobil Development Norway AS': 4.7, 'ConocoPhillips': 2.4}"
gungne,2003,0.0,0.0,0.4162,0.57265,0.98887,0.02427,43464,0.0,0.0,0.003269415664591883,0.004037275089898524,0.007262852505397002,0.00044861656030714946,Producing,Producing,21156.0,sleipner øst,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3017.0,0.0,82.0,0.0,12.0,0.0,,,,,,,,"{'Statoil ASA (old)': 52.6, 'Esso Exploration and Production Norway A/S': 28.0, 'Total E&P Norge AS': 10.0, 'Norsk Hydro Produksjon AS': 9.4}","{'Equinor ASA': 52.6, 'Esso Exploration and Production Norway A/S': 28.0, 'TotalEnergies EP Norge': 10.0, 'Norsk Hydro ASA': 9.4}"
oseberg,2003,9.17511,1.2388,1.02507,0.0,11.43898,2.30469,43625,0.07213957079855692,0.11984710299781842,0.016758900552460855,0.0,0.18130812040347902,0.026012004964491443,Producing,Producing,3500071.0,oseberg,True,20.625,6.232117273791125,106.44444444444444,3.0459444804161775,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,44.0,31.0,0.0,29.0,898.0,42.0,0.0,156.0,330.0,590.0,1033.0,43.0,2614.3333333333335,204.94226829361804,109.0,0.0,992.0,26912.0,920.729342,993246603.0,equinor energy as,1541.025338,5081.338257,76.837899,2764156.0,"{'Norsk Hydro Produksjon AS': 34.0, 'Petoro AS': 33.6, 'Statoil ASA (old)': 15.3, 'TotalFinaElf Exploration Norge AS': 10.0, 'Mobil Development Norway AS': 4.7, 'Norske Conoco A/S': 2.4}","{'Norsk Hydro ASA': 34.0, 'Petoro AS': 33.6, 'Equinor ASA': 15.3, 'TotalEnergies EP Norge': 10.0, 'Mobil Development Norway AS': 4.7, 'ConocoPhillips': 2.4}"
gullfaks,2003,9.50618,0.62173,0.25241,0.0,10.38031,25.27083,43686,0.08868791480992962,0.03741849480922341,0.010371379726161917,0.0,0.0882819339552481,0.22766067605200185,Producing,Producing,21188.0,gullfaks,True,28.571428571428573,2.439750182371333,216.85714285714286,91.38641141042902,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,11.0,0.0,0.0,0.0,963.0,122.0,0.0,327.0,103.0,845.0,1275.0,0.0,2011.53125,130.04761547858794,168.975,37.71265923621228,1544.0,28815.0,1038.216686,993246328.0,equinor energy as,9121.761831,4505.975431,468.530726,45273456.0,"{'Statoil ASA (old)': 61.0, 'Petoro AS': 30.0, 'Norsk Hydro Produksjon AS': 9.0}","{'Equinor ASA': 61.0, 'Petoro AS': 30.0, 'Norsk Hydro ASA': 9.0}"
draugen,2003,7.4342,0.16619,0.49458,0.0,8.09498,2.15078,43758,0.11917545517073354,0.004449869167297012,0.012234236982560643,0.0,0.12759014943691122,0.07083542524540225,Producing,Producing,21548.0,åsgard,True,22.285714285714285,5.120525385131903,268.7142857142857,17.19634512663333,0.0,0.0,19.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,0.0,1.0,51.0,34.0,0.0,42.0,21.0,56.0,42.0,77.0,1800.0,0.0,250.0,0.0,495.0,7447.0,214.885,921788932.0,okea asa,382.099967,735.1,712.68055,8352677.4,"{'Petoro AS': 47.88, 'A/S Norske Shell': 26.2, 'BP Norge AS': 18.36, 'Chevron Texaco Norge AS': 7.56}","{'Petoro AS': 47.88, 'A/S Norske Shell': 26.2, 'Aker BP': 18.36, 'Chevron': 7.56}"
gullfaks sør,2003,3.37916,2.54282,0.57867,0.0,6.50061,0.17785,43699,0.06239166761578655,0.05178090782471388,0.01342028324115133,0.0,0.10363761761103403,0.00939075121240752,Producing,Producing,21188.0,gullfaks,True,20.9375,2.015564437074638,135.9375,2.015564437074631,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,134.0,31.0,0.0,33.0,39.0,129.0,4.0,197.0,3395.425,115.06051668578574,134.75,0.5000000000000023,1194.0,5693.0,12.401132,993246328.0,equinor energy as,0.0,271.27478,,,"{'Statoil ASA (old)': 61.0, 'Petoro AS': 30.0, 'Norsk Hydro Produksjon AS': 9.0}","{'Equinor ASA': 61.0, 'Petoro AS': 30.0, 'Norsk Hydro ASA': 9.0}"
tambar,2003,1.46334,0.0,0.07185,0.0,1.53519,0.00529,1028599,0.012828455231880552,0.0,0.0007447162363795173,0.0,0.013527305802440017,0.00014273040915295415,Producing,Producing,21316.0,ula,True,15.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4245.0,57.982756057296896,67.4,0.0,15.0,79.0,,,,,,,,"{'BP Norge AS': 55.0, 'DONG Norge AS': 45.0}","{'Aker BP': 55.0, 'PGNiG': 45.0}"
