field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,oe_fac_prod,ch4_fac_emissions,nox_fac_emissions,co2_fac_emissions,oe_share_prod,ch4_share_emissions,nox_share_emissions,co2_share_emissions,co2e_gwp100_tons,co2e_gwp20_tons,tco2e/ktoe_gwp100,tco2e/ktoe_gwp20
gullfaks,1999,17.27719,0.9681,0.16463,0.0,18.4099,0.0,43686,0.2412239124456903,0.0285037903380649,0.0057110745022015,0.0,0.2622224399881394,0.0,Producing,Producing,21188.0,gullfaks,True,28.571428571428573,2.439750182371333,216.8571428571429,91.38641141042902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,571.0,67.0,0.0,193.0,57.0,488.0,738.0,0.0,2157.15,179.99728701659177,177.125,45.022910834374095,1216.0,28815.0,861.370791,993246328.0,equinor energy as,9187.221756,3940.519024,740.835186,49682749.0,"{'Den norske stats oljeselskap a.s': 91.0, 'Norsk Hydro Produksjon AS': 9.0}","{'Equinor ASA': 91.0, 'Norsk Hydro ASA': 9.0}",12.95,0.0,0.0,0.0,12.95,390.72,23.08,2.83,0.0,419.18,0,0,0.0,25.59165,9187.221756,4096.706524,868.510791,0.7193713574544822,13218.048371698145,5781.749852632605,1244.4272618788473,3352366.6694090427,4092577.3782241386,216780.79194767118,264646.5177136925
åsgard,1999,3.90086,0.0,0.0,0.0,3.90086,0.0,43765,0.2378426633452099,0.0,0.0,0.0,0.2378426633452099,0.0,Approved for production,Producing,40564.0,åsgard,True,21.73076923076923,5.990376898377546,289.3076923076923,18.87807030555661,0.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,14.0,12.0,0.0,8.0,1.0,26.0,0.0,35.0,4086.0375,1057.0304279138393,279.1875,20.381955429812344,13602.0,14137.0,564.717241,993247006.0,equinor energy as,1088.650226,3125.395584,3.214512,41050.0,"{'Den norske stats oljeselskap a.s': 60.5, 'Norsk Agip AS': 7.9, 'Total Norge AS': 7.65, 'Mobil Development Norway AS': 7.35, 'Saga Petroleum ASA': 7.0, 'Fortum Petroleum AS': 7.0, 'Norsk Hydro Produksjon AS': 2.6}","{'Equinor ASA': 7.0, 'Vår Energi AS': 7.9, 'TotalEnergies EP Norge': 7.65, 'Mobil Development Norway AS': 7.35, 'Fortum Petroleum AS': 7.0, 'Norsk Hydro ASA': 2.6}",6.66,27.1,4.75,0.0,42.79,110.66,241.61,42.97,17.11,451.02,0,0,0.0,16.03984,1617.8232130000001,3510.0413019999996,789.9731879999999,0.2431981865155762,658.209432217375,1613.726217413762,329.4582556228079,826867.4989438027,863727.2271479757,252345.9109455847,263594.873690849
sleipner øst,1999,0.0,8.06949,2.20648,2.63667,12.91265,0.0,43478,0.0,0.3094602888644857,0.0045590456204886,0.0090689952585719,0.304719949266635,0.0,Producing,Producing,41211.0,sleipner øst,True,38.0,16.431676725154983,83.6,0.8944271909999153,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,10.0,0.0,0.0,10.0,10.0,4.0,0.0,20.0,0.0,58.0,62.0,16.0,2835.0,0.0,84.0,0.0,162.0,1423.0,0.0,,,0.0,0.0,0.0,0.0,"{'Den norske stats oljeselskap a.s': 49.6, 'Esso Exploration and Production Norway A/S': 30.4, 'Norsk Hydro Produksjon AS': 10.0, 'Elf Petroleum Norge AS': 10.0}","{'Equinor ASA': 49.6, 'Esso Exploration and Production Norway A/S': 30.4, 'Norsk Hydro ASA': 10.0, 'TotalEnergies EP Norge': 10.0}",0.03,0.18,0.01,0.0,0.23,0.42,69.43,13.41,26.62,121.95,0,0,0.0,19.86507,0.0,0.0,0.0,0.6500178453939502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valhall,1999,5.31024,1.03607,0.25834,0.0,6.60464,0.0,43548,0.0193337194841269,0.0042403397341022,0.0015071335425739,0.0,0.0240522428866579,0.0,Producing,Producing,41657.0,valhall,True,31.88888888888889,4.013864859597431,70.77777777777777,2.587362449376672,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,7.0,0.0,194.0,25.0,0.0,0.0,8.0,16.0,226.0,250.0,0.0,2574.65,64.41808752206155,70.4,1.5033296378372925,829.0,48783.0,289.79989,974313316.0,aker bp asa,217.902582,1152.839546,3.098604,141407.62,"{'BP Amoco Norge AS': 28.09377, 'Enterprise Oil Norwegian AS': 28.09376, 'Amerada Hess Norge AS': 28.09376, 'Elf Petroleum Norge AS': 15.71871}","{'Aker BP': 28.09376, 'Shell': 28.09376, 'TotalEnergies EP Norge': 15.71871}",31.83,6.08,0.85,0.0,39.53,158.52,30.5,6.02,0.0,200.46,0,0,0.0,6.75712,217.902582,1152.839546,289.79989,0.9774341731388521,425.9708601239818,2253.649536812559,566.5206317157606,1246380.0204159976,1270234.3885829404,224658.07956080473,228957.7926930267
norne,1999,8.30506,0.0,0.0,0.0,8.30506,0.0,43778,0.1140526191029492,0.0,0.0,0.0,0.1140526191029492,0.0,Producing,Producing,40672.0,norne,True,24.285714285714285,1.889822365046136,376.875,2.167124493754004,0.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,15.0,2.0,0.0,11.0,1.0,16.0,0.0,28.0,2792.2,193.1144146428668,379.5,2.203892660077353,939.0,1353.0,347.05988,893246592.0,equinor energy as,1042.015537,1412.344364,11.709334,280113.0,"{'Den norske stats oljeselskap a.s': 79.0, 'Norsk Hydro Produksjon AS': 8.1, 'Norsk Agip AS': 6.9, 'Enterprise Oil Norwegian AS': 6.0}","{'Equinor ASA': 79.0, 'Norsk Hydro ASA': 8.1, 'Vår Energi AS': 6.9, 'Shell': 6.0}",1.16,1.39,0.06,0.0,2.66,93.96,13.05,1.37,0.0,109.61,0,0,0.0,8.30506,1042.015537,1412.344364,347.05988,1.0,2084.031074,2824.688728,694.11976,1592748.555708,1709454.295852,228310.118528429,245039.12529458522
lille-frigg,1999,0.01301,0.04057,0.0,0.00028,0.05387,0.0,43583,0.0016667031056622,0.0058504956407491,0.0,4.31347430803298e-05,0.0072238499661422,0.0,Producing,Shut down,28973585.0,frigg,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451.0,0.0,190.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'TotalFinaElf Exploration Norge AS': 41.42, 'Norsk Hydro Produksjon AS': 32.87, 'Total Norge AS': 20.71, 'Den norske stats oljeselskap a.s': 5.0}","{'TotalEnergies EP Norge': 20.71, 'Norsk Hydro ASA': 32.87, 'Equinor ASA': 5.0}",0.0,0.0,0.0,0.0,0.0,1.33,2.19,0.0,0.02,3.54,0,0,0.0,1.1560899999999998,0.0,0.0,0.0,0.04659671824857927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heimdal,1999,0.1179,0.8201700000000001,0.0,0.0,0.93808,0.0,43590,0.0060965496948534,0.0436400254405808,0.0,0.0,0.0496519122278164,0.0,Producing,Shut down,2473189.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3423.0,0.0,120.2,0.0,157.0,0.0,71.932494,993246492.0,equinor energy as,265.536353,327.42145,0.115002,1112.03,"{'Den norske stats oljeselskap a.s': 40.0, 'Marathon Petroleum Norge AS': 23.798, 'Norsk Hydro Produksjon AS': 15.803, 'Elf Petroleum Norge AS': 11.939, 'Total Norge AS': 4.82, 'Saga Petroleum ASA': 3.471, 'AS Uglands Rederi': 0.169}","{'Equinor ASA': 3.471, 'Aker BP': 23.798, 'Norsk Hydro ASA': 15.803, 'TotalEnergies EP Norge': 4.82, 'AS Uglands Rederi': 0.169}",0.0,0.0,0.0,0.0,0.0,6.66,46.2,0.0,0.0,52.86,0,0,0.0,0.93808,265.536353,327.42145,71.932494,1.0,531.072706,654.8429,143.864988,353630.66758,383370.739116,448777.17249721824,486518.9930953193
njord,1999,3.52263,0.0,0.0,0.0,3.52263,0.0,43751,0.0653179154214217,0.0,0.0,0.0,0.0653179154214217,0.0,Producing,Producing,40585.0,njord,True,23.75,2.5000000000000004,319.0952380952381,49.97189686404226,0.0,0.0,16.0,3.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,17.0,2.0,0.0,11.0,6.0,15.0,0.0,32.0,2983.1,109.9380734777538,330.0,0.0,1006.0,7150.0,171.804892,993246581.0,equinor energy as,4738.9542,736.43915,0.45449,22386.0,"{'Den norske stats oljeselskap a.s': 50.0, 'Norsk Hydro Produksjon AS': 22.5, 'Mobil Development Norway AS': 20.0, 'Paladin Resources Norge AS': 7.5}","{'Equinor ASA': 50.0, 'Norsk Hydro ASA': 22.5, 'Mobil Development Norway AS': 20.0, 'Repsol': 7.5}",5.05,13.93,3.28,0.0,25.21,32.07,24.43,5.63,0.0,67.2,0,0,0.0,3.52263,4738.9542,736.43915,171.804892,1.0,9477.9084,1472.8783,343.609784,1063919.0128,1594681.8832,359552.45181393827,538924.2734358516
ula,1999,1.45701,0.0,0.05081,0.0,1.50784,0.0,43800,0.0172960027568116,0.0,0.0005584794019695,0.0,0.0178317711012131,0.0,Producing,Producing,20916.0,ekofisk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,9.0,0.0,17.0,0.0,45.0,62.0,0.0,3427.0,0.0,69.0,0.0,36.0,145.0,173.742075,993302392.0,aker bp asa,451.632402,499.78049,25.406586,799685.0,"{'BP Amoco Norge AS': 80.0, 'Svenska Petroleum Exploration AS': 15.0, 'Pelican AS': 5.0}","{'Aker BP': 80.0, 'Svenska Petroleum Exploration AS': 15.0, 'PGNiG': 5.0}",0.97,0.0,0.04,0.0,1.05,78.02,3.85,3.04,0.0,87.65,0,0,0.0,19.050810000000002,4571.857685,4666.013733,977.5802,0.07914834067422855,397.60090477948603,408.8640410149657,91.12524764752784,224077.03093134228,246342.68159899348,176914.24166778958,194493.51200502634
heidrun,1999,12.53984,0.64373,0.0,0.0,13.18358,1.03338,43771,0.0900489830676346,0.0060965913849586,0.0,0.0,0.0940004737737899,0.0902080096725945,Producing,Producing,40490.0,heidrun,True,31.071428571428573,11.465428206397002,322.92857142857144,93.37555625266448,0.0,0.0,7.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,41.0,0.0,75.0,88.0,28.0,2727.577777777778,202.77698203801256,345.53333333333336,8.888335052190591,2617.0,31614.0,339.344492,979188676.0,equinor energy as,2043.898904,1571.824841,81.695935,2088581.0,"{'Den norske stats oljeselskap a.s': 76.875, 'Norske Conoco A/S': 18.125, 'Fortum Petroleum AS': 5.0}","{'Equinor ASA': 76.875, 'ConocoPhillips': 18.125, 'Fortum Petroleum AS': 5.0}",30.0,23.71,1.96,0.0,57.43,204.91,52.47,3.05,0.0,263.18,0,0,0.0,13.18358,2043.898904,1571.824841,339.344492,1.0,4087.797808,3143.649682,678.688984,1731843.224112,1960759.90136,156385.30080166826,177056.45794310226
sleipner vest,1999,0.0,3.10029,1.08381,2.3789,6.563,0.0,43457,0.0,0.1798438731549219,0.0149534016348971,0.0343999074611158,0.1897292138493142,0.0,Producing,Producing,40848.0,sleipner øst,True,33.333333333333336,15.275252316519468,100.33333333333331,15.044378795195676,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0,42.0,42.0,0.0,3626.0,0.0,108.0,0.0,552.0,3555.0,0.0,,,0.0,0.0,0.0,0.0,"{'Den norske stats oljeselskap a.s': 49.50291, 'Esso Exploration and Production Norway A/S': 32.23936, 'Elf Petroleum Norge AS': 9.4112, 'Norsk Hydro Produksjon AS': 8.84653}","{'Equinor ASA': 49.50291, 'Esso Exploration and Production Norway A/S': 32.23936, 'TotalEnergies EP Norge': 9.4112, 'Norsk Hydro ASA': 8.84653}",1.3,7.78,0.21,0.0,9.48,6.88,155.67,10.57,29.74,212.37,0,0,0.0,19.86507,0.0,0.0,0.0,0.3303789012573326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
draugen,1999,12.13898,0.0,0.0,0.0,12.13898,0.19598,43758,0.0792270557360681,0.0,0.0,0.0,0.0792270557360681,0.0101707305836926,Producing,Producing,21548.0,åsgard,True,22.285714285714285,5.120525385131903,268.7142857142857,17.19634512663333,0.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,24.0,12.0,0.0,24.0,8.0,22.0,18.0,36.0,1767.9,142.26988437473346,253.0,0.0,632.0,7447.0,225.255947,921788932.0,okea asa,529.172987,384.645718,8.308685,6953189.0,"{'Den norske stats oljeselskap a.s': 57.88, 'BP Petroleum Dev. of Norway AS': 18.36, 'A/S Norske Shell': 16.2, 'Norsk Chevron AS': 7.56}","{'Equinor ASA': 57.88, 'Aker BP': 18.36, 'A/S Norske Shell': 16.2, 'Chevron': 7.56}",8.4,1.94,0.24,0.0,10.8,153.71,3.67,2.9,0.0,162.89,0,0,0.0,16.03984,1617.8232130000001,3510.0413019999996,789.9731879999999,0.7568018134844238,1624.8506177041666,2947.506199690246,768.3272504702228,1689534.6041096607,1780526.238701094,165693.55243835706,174617.1501799804
hod,1999,0.13079,0.01663,0.00508,0.0,0.15248,0.0,43485,0.0046770706806199,0.0008331370981071,0.0002214962890447,0.0,0.0056019807103191,0.0,Producing,Producing,21052.0,valhall,True,30.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,30.0,36.0,0.0,2917.5,159.0990257669732,72.0,0.0,2.0,119.0,0.0,,,0.0,0.0,0.0,0.0,"{'Enterprise Oil Norwegian AS': 25.0, 'Elf Petroleum Norge AS': 25.0, 'Amerada Hess Norge AS': 25.0, 'BP Amoco Norge AS': 25.0}","{'Shell': 25.0, 'TotalEnergies EP Norge': 25.0, 'Aker BP': 25.0}",4.75,0.82,0.12,0.0,5.8,15.52,2.64,0.62,0.0,19.34,0,0,0.0,6.75712,217.902582,1152.839546,289.79989,0.022565826861147945,4.917151938009092,26.0147775937204,6.5395741421197195,14387.462868001232,14662.823376529741,112329.03978040235,114478.89634651336
snorre,1999,9.39874,0.30826,0.55746,0.0,10.26444,0.0,43718,0.0863629360561718,0.0051620958276007,0.0062614484237783,0.0,0.0941657028859234,0.0,Producing,Producing,40906.0,snorre,True,23.33333333333333,2.886751345948129,341.5238095238095,11.111341267457531,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,1.0,13.0,0.0,0.0,178.0,39.0,0.0,115.0,13.0,141.0,194.0,75.0,2726.157142857143,112.30706206858127,323.2857142857143,18.19078783078847,5611.0,38233.0,409.544989,993246751.0,equinor energy as,201.180616,1561.527725,264.676497,8044594.0,"{'Den norske stats oljeselskap a.s': 41.4, 'Saga Petroleum ASA': 11.7245, 'Esso Exploration and Production Norway A/S': 11.1581, 'Idemitsu Petroleum Norge AS': 9.6, 'Norsk Hydro Produksjon AS': 8.9265, 'RWE Dea Norge AS': 8.8787, 'Elf Petroleum Norge AS': 5.951, 'Enterprise Oil Norwegian AS': 1.1806, 'Amerada Hess Norge AS': 1.1806}","{'Equinor ASA': 11.7245, 'Esso Exploration and Production Norway A/S': 11.1581, 'Idemitsu Petroleum Norge AS': 9.6, 'Norsk Hydro ASA': 8.9265, 'Wintershall Dea Norge AS': 8.8787, 'TotalEnergies EP Norge': 5.951, 'Shell': 1.1806, 'Aker BP': 1.1806}",76.61,0.0,0.0,0.0,76.61,319.35,6.65,4.76,0.0,335.04,0,0,0.0,15.37329,201.180616,1915.437225,425.723709,0.6676801127149751,268.64859273389624,2321.5003497220173,557.6922984279305,1252915.8597276644,1267960.1809207625,145313.96741330173,147058.8172231559
statfjord nord,1999,3.39344,0.15706,0.089,0.0,3.63949,0.0,43679,0.0578208187315596,0.0013603263868601,0.00084383683616,0.0,0.0577007128454994,0.0,Producing,Producing,21084.0,statfjord,True,27.5,15.0,241.75,65.03012122598778,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,14.0,0.0,7.0,0.0,21.0,0.0,28.0,2849.5,112.42997820866104,279.5,7.7781745930520225,478.0,2946.0,0.0,,,0.0,0.0,0.0,0.0,"{'Den norske stats oljeselskap a.s': 51.875, 'Mobil Development Norway AS': 15.0, 'Norske Conoco A/S': 12.08333, 'A/S Norske Shell': 10.0, 'Esso Exploration and Production Norway A/S': 10.0, 'Enterprise Oil Norwegian AS': 1.04167}","{'Equinor ASA': 51.875, 'Mobil Development Norway AS': 15.0, 'ConocoPhillips': 12.08333, 'A/S Norske Shell': 10.0, 'Esso Exploration and Production Norway A/S': 10.0, 'Shell': 1.04167}",3.72,0.23,0.05,0.0,4.05,44.12,2.37,1.12,0.0,48.62,0,0,0.0,23.6888,1641.897043,6151.681542,1599.509551,0.15363758400594374,252.2570948730231,945.1294896868386,245.74478301007187,533070.8248035668,547197.2221164561,174367.3220055972,178988.06272976505
statfjord,1999,12.51925,2.27974,1.04693,0.0,15.84592,0.0,43658,0.1136428208713865,0.0291245500420438,0.0155450655475873,0.0,0.1304235366609551,0.0,Producing,Producing,41686.0,statfjord,True,,0.0,146.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,17.0,0.0,0.0,367.0,14.0,0.0,46.0,4.0,366.0,410.0,6.0,2712.0941176470587,139.2019237950226,146.8470588235294,3.8477457112994817,1595.0,11589.0,1599.509551,993246794.0,equinor energy as,1641.897043,6151.681542,1008.898644,74288979.0,"{'Den norske stats oljeselskap a.s': 44.33688, 'Mobil Development Norway AS': 12.8203, 'Norske Conoco A/S': 10.32747, 'Esso Exploration and Production Norway A/S': 8.54687, 'A/S Norske Shell': 8.54687, 'Chevron UK Ltd.': 4.84377, 'Conoco (UK) Ltd': 4.84377, 'BP Petroleum Development Ltd': 4.84377, 'Enterprise Oil Norwegian AS': 0.8903}","{'Equinor ASA': 44.33688, 'Mobil Development Norway AS': 12.8203, 'ConocoPhillips': 4.84377, 'Esso Exploration and Production Norway A/S': 8.54687, 'A/S Norske Shell': 8.54687, 'Chevron': 4.84377, 'Aker BP': 4.84377, 'Shell': 0.8903}",4.43,6.11,1.12,0.0,12.67,582.98,87.23,23.45,0.0,714.77,0,0,0.0,23.6888,1641.897043,6151.681542,1599.509551,0.6689203336597885,2196.59663567716,8229.969739286806,2139.8889250938773,4641857.866993086,4764867.278591007,348734.64401119435,357976.12545953
statfjord øst,1999,3.7691,0.2781099999999999,0.15619,0.0,4.20339,0.0,43672,0.0516315505786095,0.0055925396057984,0.0026070968121415,0.0,0.0570430875622661,0.0,Producing,Producing,41233.0,statfjord,True,20.0,0.0,168.0,23.43074902771996,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,12.0,0.0,19.0,0.0,31.0,2485.6,0.0,153.0,0.0,172.0,4092.0,0.0,,,0.0,0.0,0.0,0.0,"{'Den norske stats oljeselskap a.s': 52.7, 'Esso Exploration and Production Norway A/S': 10.25, 'Mobil Development Norway AS': 7.5, 'Norske Conoco A/S': 6.04167, 'A/S Norske Shell': 5.0, 'Idemitsu Petroleum Norge AS': 4.8, 'Saga Petroleum ASA': 4.7875, 'Norsk Hydro Produksjon AS': 4.2, 'Elf Petroleum Norge AS': 2.8, 'RWE Dea Norge AS': 1.4, 'Enterprise Oil Norwegian AS': 0.52083}","{'Equinor ASA': 4.7875, 'Esso Exploration and Production Norway A/S': 10.25, 'Mobil Development Norway AS': 7.5, 'ConocoPhillips': 6.04167, 'A/S Norske Shell': 5.0, 'Idemitsu Petroleum Norge AS': 4.8, 'Norsk Hydro ASA': 4.2, 'TotalEnergies EP Norge': 2.8, 'Wintershall Dea Norge AS': 1.4, 'Shell': 0.52083}",3.06,0.98,0.19,0.0,4.4,40.8,5.75,2.38,0.0,51.07,0,0,0.0,23.6888,1641.897043,6151.681542,1599.509551,0.17744208233426764,291.3416302883966,1091.5671826697585,283.8203054429895,615664.4404218898,631979.57171804,174367.32200559715,178988.062729765
troll,1999,12.90877,25.46137,0.0,0.2175399999999999,38.5877,0.0,46437,0.1041748705048245,0.4341794476409355,0.0,0.0333521720250402,0.5258012028208748,0.0,Producing,Producing,41105.0,troll,True,27.042857142857144,5.797140010223718,329.2307692307692,9.896769874360745,0.0,0.0,176.0,10.0,13.0,24.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,48.0,234.0,136.0,0.0,6.0,122.0,303.0,161.0,270.0,1634.2520000000002,71.40791926203514,325.728,10.490452802429443,6671.0,26235.0,376.025369,912732401.0,equinor energy as,183.454969,2682.226598,400.367875,9373275.0,"{'Den norske stats oljeselskap a.s': 74.7431, 'A/S Norske Shell': 8.10145, 'Norsk Hydro Produksjon AS': 7.71753, 'Saga Petroleum ASA': 4.12322, 'Elf Petroleum Norge AS': 2.34548, 'Norske Conoco A/S': 1.62374, 'Total Norge AS': 1.34548}","{'Equinor ASA': 4.12322, 'A/S Norske Shell': 8.10145, 'Norsk Hydro ASA': 7.71753, 'TotalEnergies EP Norge': 1.34548, 'ConocoPhillips': 1.62374}",2.89,606.03,8.05,0.0,624.22,295.76,1436.56,21.52,1.52,1774.73,0,0,0.0,38.5877,183.454969,2682.226598,376.025369,1.0,366.909938,5364.453196,752.050738,2350936.1821560003,2371483.138684,72529.1621471535,73163.06006108288
frigg,1999,0.0,0.33227,0.0,0.0003,0.33257,0.0,43555,0.0,0.0238879130555918,0.0,2.3548788812706582e-05,0.0238872280283583,0.0,Producing,Shut down,,frigg,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2927.5,10.606601717798211,361.0,0.0,-8.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'Elf Exploration UK Ltd': 26.12, 'Norsk Hydro Produksjon AS': 19.992, 'TotalFinaElf Exploration Norge AS': 16.068, 'Total Oil Marine Ltd': 13.06, 'Total Norge AS': 12.596, 'Den norske stats oljeselskap a.s': 12.164}","{'TotalEnergies EP Norge': 12.596, 'Norsk Hydro ASA': 19.992, 'Equinor ASA': 12.164}",0.0,0.0,0.0,0.0,0.0,0.0,116.2,0.0,0.46,116.66,0,0,0.0,1.1560899999999998,0.0,0.0,0.0,0.287667915127715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
