field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,oe_fac_prod,ch4_fac_emissions,nox_fac_emissions,co2_fac_emissions,oe_share_prod,ch4_share_emissions,nox_share_emissions,co2_share_emissions,co2e_gwp100_tons,co2e_gwp20_tons,tco2e/ktoe_gwp100,tco2e/ktoe_gwp20
balder,2018,1.61867,0.04471,0.0,0.0,1.66338,5.05864,43562,0.0258836949232289,0.0012988208521811,0.0,0.0,0.0270569448318978,0.0873329590322767,Producing,Producing,20756.0,balder,True,21.75,2.4468024246479643,127.03703703703704,0.4369018092010964,0.0,0.0,119.0,12.0,0.0,21.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,49.0,0.0,0.0,1.0,521.0,150.0,0.0,138.0,316.0,354.0,291.0,517.0,1808.0,0.0,128.0,0.0,1296.0,31306.0,140.72968,993256951.0,vår energi asa,474.709713,1032.662272,48.681276,3416806.2975,{'Point Resources AS': 100.0},{'Point Resources AS': 100.0},27.36,0.68,0.0,0.0,28.04,102.33,2.63,0.0,0.0,104.96,0,0,0.0,1.9405400000000002,474.709713,1032.662272,140.72968,0.8571737763715255,813.8174347449061,1770.3420388132788,241.25958250631268,789695.3490373904,835269.1253831051,565182.646634442,597799.6647840292
gungne,2018,0.02812,0.1321,0.02963,0.0,0.18984,0.01244,43464,0.000578797080682,0.0030000358583715,0.0007153442697348,0.0,0.0042572504998157,0.0002165570818444,Producing,Producing,21156.0,sleipner øst,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,3155.0,0.0,82.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'Equinor Energy AS': 62.0, 'LOTOS Exploration and Production Norge AS': 15.0, 'ExxonMobil Exploration and Production Norway AS': 13.0, 'KUFPEC Norway AS': 10.0}","{'Equinor ASA': 62.0, 'LOTOS Exploration and Production Norge AS': 15.0, 'Vår Energi AS': 13.0, 'Kuwait Petroleum Company': 10.0}",0.05,0.26,0.01,0.0,0.33,0.36,16.41,2.18,4.47,25.38,0,0,0.0,12.14295,993.438263,4281.177767,937.8552500000001,0.015633762800637406,15.53117816081924,66.93091771664052,14.662206519832496,34939.693508782664,35809.43948578854,219104.89477845165,224559.02392609153
oseberg øst,2018,0.53562,0.00998,0.0,0.0,0.54558,1.32939,43639,0.0165897128584937,0.0003175140178246,0.0,0.0,0.0169079107359408,0.0319500809858128,Producing,Producing,3500071.0,oseberg,True,20.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,228.0,26.0,0.0,67.0,41.0,171.0,279.0,0.0,2898.0,0.0,158.0,0.0,1297.0,352.0,106.907327,993246603.0,equinor energy as,33.932399,588.248311,0.015542,2035.2,"{'Equinor Energy AS': 49.3, 'Petoro AS': 33.6, 'Total E&P Norge AS': 14.7, 'ConocoPhillips Skandinavia AS': 2.4}","{'Equinor ASA': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge': 14.7, 'ConocoPhillips': 2.4}",0.62,0.01,0.01,0.0,0.65,24.18,0.37,0.11,0.0,24.76,0,0,0.0,8.8012,482.234582,4935.069228,1110.762424,0.061989274189883196,31.99681651297323,342.38644536286193,75.4824640674658,177788.75639026213,179580.57811498863,387941.7893195842,391851.6120786019
skirne,2018,0.01081,0.27657,0.0,0.0,0.28739,0.00462,2138816,0.000911437010573,0.0082857019508416,0.0,0.0,0.0084190956741028,0.0001586018456845,Producing,Shut down,21620.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,0.0,325.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'TotalEnergies EP Norge AS': 40.0, 'LOTOS Exploration and Production Norge AS': 30.0, 'Petoro AS': 30.0}","{'TotalEnergies EP Norge': 40.0, 'LOTOS Exploration and Production Norge AS': 30.0, 'Petoro AS': 30.0}",0.0,0.0,0.0,0.0,0.0,2.05,11.14,0.0,0.0,13.19,0,0,0.0,0.6077199999999999,119.565697,372.94226,134.926243,0.4728987033502271,56.54246307646614,176.36391117850326,63.80644536261766,117706.43696374861,120872.81489603072,487583.8083131957,500700.1225149114
veslefrikk,2018,0.27619,0.20789,0.11545,0.0,0.59951,3.1430700000000003,43618,0.008029301405515,0.006423960062048,0.0035607212199301,0.0,0.0177485228365289,0.0967130337295951,Producing,Shut down,21212.0,veslefrikk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,357.0,69.0,445.0,871.0,0.0,3026.0,0.0,175.0,0.0,120.0,0.0,119.254902,993246905.0,equinor energy as,39.596873,695.023861,89.132405,3194533.69049,"{'Petoro AS': 37.0, 'Repsol Norge AS': 27.0, 'Equinor Energy AS': 18.0, 'DEA Norge AS': 13.5, 'Wintershall Norge AS': 4.5}","{'Petoro AS': 37.0, 'Repsol': 27.0, 'Equinor ASA': 18.0, 'Wintershall Dea Norge AS': 4.5}",0.0,0.0,0.0,0.0,0.0,55.34,4.19,1.81,0.0,62.97,0,0,0.0,0.59951,39.596873,695.023861,119.254902,1.0,79.193746,1390.047722,238.509804,652339.742092,656774.591868,1295382.781041025,1304189.2781247543
heimdal,2018,0.0306,0.2047,0.0,0.0,0.2353,0.0,43590,0.0017128020636053,0.0137669299629968,0.0,0.0,0.0150938541576806,0.0,Producing,Shut down,2473189.0,heimdal,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2075.0,0.0,120.0,0.0,153.0,0.0,134.926243,993246492.0,equinor energy as,119.565697,372.94226,0.325135,15157.14,"{'Statoil Petroleum AS': 29.443, 'Spirit Energy Norge AS': 28.798, 'Petoro AS': 20.0, 'Total E&P Norge AS': 16.759, 'LOTOS Exploration and Production Norge AS': 5.0}","{'Equinor ASA': 29.443, 'Sval Energi AS': 28.798, 'Petoro AS': 20.0, 'TotalEnergies EP Norge': 16.759, 'LOTOS Exploration and Production Norge AS': 5.0}",0.0,0.0,0.0,0.0,0.0,6.66,46.2,0.0,0.0,52.86,0,0,0.0,0.6077199999999999,119.565697,372.94226,134.926243,0.3871848877772659,92.58806194991115,288.7952141709998,104.48280450832621,192743.82976143947,197928.76123063453,975167.6166263912,1001400.2450298228
gina krog,2018,1.98279,0.60597,0.26939,0.0,2.85815,0.01922,23384544,0.0448334305310425,0.0306767907901367,0.0080333412705857,0.0,0.0772207856448382,0.000609110130859,Producing,Producing,23412556.0,sleipner øst,True,30.0,0.0,116.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,7.0,6.0,18.0,31.0,0.0,3835.4,101.66267751736626,116.3,0.0,2631.0,3023.0,144.195034,914470943.0,equinor energy as,132.268838,1077.511731,0.290167,23101.05706,"{'Statoil Petroleum AS': 58.7, 'KUFPEC Norway AS': 30.0, 'PGNiG Upstream Norway AS': 8.0, 'Aker BP ASA': 3.3}","{'Equinor ASA': 58.7, 'Kuwait Petroleum Company': 30.0, 'PGNiG': 8.0, 'Aker BP': 3.3}",2.03,10.08,0.18,0.0,12.45,10.05,18.46,0.85,0.0,30.13,0,0,0.0,12.14295,993.438263,4281.177767,937.8552500000001,0.23537525889507904,264.96360033790387,1261.302927930091,254.68786573399385,635982.440411438,650820.4020303605,264899.30649922485,271079.61194943805
snøhvit,2018,0.0,6.45089,0.57918,0.88186,7.91189,0.02621,2053062,0.0,0.0232493293973018,0.0021791094928475,0.0030623693540469,0.0281987518931837,0.000105783512492,Producing,Producing,1333943.0,snøhvit,True,,0.0,330.75,8.447315719040168,0.0,0.0,11.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,33.0,0.0,39.0,2579.0,0.0,316.0,0.0,1248.0,24629.0,6.627728,912732207.0,equinor energy as,0.2525,111.569719,0.019837,34507.14,"{'Statoil Petroleum AS': 36.79, 'Petoro AS': 30.0, 'Total E&P Norge AS': 18.4, 'Neptune Energy Norge AS': 12.0, 'DEA Norge AS': 2.81}","{'Equinor ASA': 36.79, 'Petoro AS': 30.0, 'TotalEnergies EP Norge': 18.4, 'Neptune Energy Norge AS': 12.0, 'Wintershall Dea Norge AS': 2.81}",0.0,135.14,6.13,11.82,158.61,0.0,208.37,9.64,22.77,249.46,0,0,0.0,7.91189,0.2525,111.569719,6.627728,1.0,0.505,223.139438,13.255456,79319.879648,79348.159648,11935.002654533993,11939.257853565661
alve,2018,0.13668,0.62961,0.22195,0.0,0.98821,0.02382,4444332,0.0005383814126198,0.0035391193691497,0.0013242456400349,0.0,0.0051251739807867,0.0006219397807739,Producing,Producing,2819945.0,norne,True,20.0,0.0,390.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,0.0,8.0,3608.0,0.0,368.0,0.0,6.0,1167.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 85.0, 'INEOS E&P Norge AS': 15.0}","{'Equinor ASA': 85.0, 'PGNiG': 15.0}",0.33,3.0,0.41,0.0,4.11,2.62,11.99,1.84,0.0,18.11,0,0,0.0,3.1923399999999997,308.71976,668.228418,328.426678,0.30955662617390384,95.56624733881732,206.85453458960515,101.66665438718309,165762.58404587072,171114.2938968445,199690.76368223105,206137.85808111503
ivar aasen,2018,3.07397,0.63879,0.19648,0.0,3.90924,1.05487,23384520,0.0196338411276103,0.012703480643294,0.0031893154960482,0.0,0.0232801979841628,0.0293454653329276,Producing,Producing,25307128.0,edvard grieg,True,25.0,0.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,0.0,0.0,15.0,15.0,0.0,17.0,2.0,27.0,46.0,0.0,2662.75,102.62025466089364,112.7,0.0,1251.0,1162.0,34.089629,912731073.0,aker bp asa,54.493294,174.906045,0.620534,827167.963893,"{'Statoil Petroleum AS': 41.473, 'Aker BP ASA': 34.7862, 'Spirit Energy Norge AS': 12.3173, 'Wintershall Norge AS': 6.4615, 'VNG Norge AS': 3.023, 'Lundin Norway AS': 1.385, 'OKEA AS': 0.554}","{'Equinor ASA': 41.473, 'Aker BP': 1.385, 'Sval Energi AS': 12.3173, 'Wintershall Dea Norge AS': 6.4615, 'Neptune Energy Norge AS': 3.023, 'OKEA ASA': 0.554}",6.12,1.36,0.25,0.0,7.96,22.46,4.74,0.8,0.0,28.72,0,0,0.0,9.74971,169.714122,540.611024,327.754191,0.40095961828608234,89.89811993626887,286.89345086341643,145.0847599463779,232702.1650000372,237736.45971646826,70864.51251517078,72397.60027538791
gimle,2018,6e-05,4e-05,2e-05,0.0,0.00012,0.00142,4005142,1.732050807568877e-05,1.1547005383792516e-05,5.773502691896259e-06,0.0,3.464101615137754e-05,0.0004099186911246,Producing,Producing,41319867.0,gullfaks,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,6.0,11.0,21.0,0.0,2971.0,0.0,216.0,0.0,-37.0,460.0,0.0,,,0.0,0.0,0.0,0.0,"{'Equinor Energy AS': 65.1337, 'Petoro AS': 24.1863, 'ConocoPhillips Skandinavia AS': 5.785, 'Total E&P Norge AS': 4.895}","{'Equinor ASA': 65.1337, 'Petoro AS': 24.1863, 'ConocoPhillips': 5.785, 'TotalEnergies EP Norge': 4.895}",0.38,0.43,0.16,0.0,1.11,3.34,1.39,0.35,0.0,5.4,0,0,0.0,13.685479999999998,1151.1721420000001,4015.9433019999997,930.4098890000001,8.768417329900013e-06,0.01009395775961092,0.035213466845152676,0.008158222194617948,18.88422711357147,19.44948874810968,187343.5229520979,192951.27726299287
fram,2018,1.53054,0.71112,0.10633,0.0,2.34801,0.83341,1578840,0.0196106086781433,0.0132596311480304,0.0020010790649653,0.0,0.0345503277513726,0.0155239354536695,Producing,Producing,21524.0,troll,True,15.0,0.0,358.3333333333333,2.581988897471607,0.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,32.0,19.0,0.0,18.0,20.0,42.0,0.0,80.0,2394.0,0.0,356.0,0.0,734.0,722.0,1.267583,973861778.0,equinor energy as,0.0,21.60756,0.0,0.0,"{'Statoil Petroleum AS': 45.0, 'ExxonMobil Exploration and Production Norway AS': 25.0, 'Idemitsu Petroleum Norge AS': 15.0, 'Neptune Energy Norge AS': 15.0}","{'Equinor ASA': 45.0, 'Vår Energi AS': 25.0, 'Idemitsu Petroleum Norge AS': 15.0, 'Neptune Energy Norge AS': 15.0}",2.0,7.74,0.58,0.0,10.84,43.69,19.51,1.65,0.0,66.34,0,0,0.0,49.00407,452.084728,4293.458371000001,695.773061,0.04791459158392354,21.661455103449164,206.75462174156786,33.398417774655044,95247.6294632626,96460.67094905576,48291.97280902237,48907.00298644778
hyme,2018,0.0,0.0,0.0,0.0,0.0,0.0,20474183,0.0,0.0,0.0,0.0,0.0,0.0,Producing,Producing,2987047.0,njord,False,25.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910.0,14.583095236151566,125.0,0.0,31.0,23.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 35.0, 'DEA Norge AS': 27.5, 'Point Resources AS': 17.5, 'Neptune Energy Norge AS': 10.0, 'Faroe Petroleum Norge AS': 7.5, 'VNG Norge AS': 2.5}","{'Equinor ASA': 35.0, 'Wintershall Dea Norge AS': 27.5, 'Point Resources AS': 17.5, 'Neptune Energy Norge AS': 2.5, 'DNO ASA': 7.5}",0.99,0.55,0.23,0.0,1.98,3.18,0.88,0.36,0.0,4.74,0,0,0.0,0.0,0.0,1.56978,0.092089,,,,,,,,
kvitebjørn,2018,1.07815,5.22993,0.52543,0.0,6.83348,0.21203,1036101,0.0126812291190443,0.0566138158732236,0.0086190860708644,0.0,0.0772060182926568,0.0044573176979665,Producing,Producing,22356.0,kvitebjørn,True,25.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,0.0,0.0,43.0,73.0,0.0,9.0,4.0,121.0,134.0,0.0,4315.5,122.32947314527271,190.0,0.0,495.0,4204.0,194.17686,993246557.0,equinor energy as,149.921602,452.895228,0.0,0.0,"{'Statoil Petroleum AS': 39.55, 'Petoro AS': 30.0, 'Spirit Energy Norge AS': 19.0, 'A/S Norske Shell': 6.45, 'Total E&P Norge AS': 5.0}","{'Equinor ASA': 39.55, 'Petoro AS': 30.0, 'Sval Energi AS': 19.0, 'A/S Norske Shell': 6.45, 'TotalEnergies EP Norge': 5.0}",2.04,11.84,0.96,0.0,15.7,32.06,102.05,10.38,0.0,153.83,0,0,0.0,9.50645,216.982157,485.61796599999997,197.500853,0.7188256394342789,263.7398291740156,674.6273467945574,281.547982499381,489149.8720257905,503919.3024595353,85215.91871508796,87788.93499350944
maria,2018,1.05203,0.0,0.0,0.0,1.05203,0.00999,26465170,0.0241929476795251,0.0,0.0,0.0,0.0241929476795251,0.0010073649243988,Producing,Producing,5107669.0,kristin,True,25.0,0.0,303.5,0.7071067811865476,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,7.0,3837.714285714286,102.4983158978954,303.42857142857144,0.5345224838248545,773.0,6188.0,12.124297,915156207.0,wintershall dea norge as,0.533351,150.458516,0.008731,2106.625,"{'Wintershall Norge AS': 50.0, 'Petoro AS': 30.0, 'Spirit Energy Norge AS': 20.0}","{'Wintershall Dea Norge AS': 50.0, 'Petoro AS': 30.0, 'Sval Energi AS': 20.0}",10.42,1.15,0.69,0.0,12.88,15.89,1.69,1.03,0.0,19.54,0,0,0.0,7.887880000000001,349.75061999999997,601.494508,349.798772,0.1333729722054595,46.71841432820097,100.29020976976322,48.2707554222516,79358.20994394754,81974.4411463268,89801.67814328527,92762.20299068831
åsgard,2018,1.99653,9.48244,3.25864,0.0,14.73759,0.49672,43765,0.0190408737982268,0.0808902189090344,0.0344806246867408,0.0,0.1298164152755729,0.0055870879279953,Producing,Producing,40564.0,åsgard,True,21.73076923076923,5.990376898377546,289.3076923076923,18.87807030555661,0.0,0.0,87.0,13.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,35.0,16.0,0.0,0.0,495.0,354.0,0.0,182.0,91.0,950.0,0.0,1223.0,4592.0,0.0,272.0,0.0,1592.0,14137.0,855.70728,993247006.0,equinor energy as,2141.830757,1589.827785,32.246066,665161.9,"{'Petoro AS': 35.69, 'Equinor Energy AS': 34.57, 'Eni Norge AS': 14.82, 'Total E&P Norge AS': 7.68, 'ExxonMobil Exploration and Production Norway AS': 7.24}","{'Petoro AS': 35.69, 'Equinor ASA': 34.57, 'Vår Energi AS': 7.24, 'TotalEnergies EP Norge': 7.68}",6.66,27.1,4.75,0.0,42.79,110.66,241.61,42.97,17.11,451.02,0,0,0.0,19.62807,2322.486065,2722.349286,1048.277431,0.7508425433575486,3351.998996984369,3237.7659993977445,1429.5927229211272,2488531.428652391,2676243.372483515,201019.12287303215,216182.15833534027
huldra,2018,0.0,0.0,0.0,0.0,0.0,0.0,97002,0.0,0.0,0.0,0.0,0.0,0.0,Shut down,Shut down,28973861.0,huldra,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3910.0,14.583095236151566,125.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'Equinor Energy AS': 70.0, 'A/S Norske Shell': 30.0}","{'Equinor ASA': 70.0, 'A/S Norske Shell': 30.0}",0.0,0.0,0.0,0.0,0.0,5.21,17.24,0.11,0.0,22.66,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
gaupe,2018,0.00312,0.0009699999999999,7.999999999999999e-05,2e-05,0.00421,0.00114,18161341,0.0002858571071607,0.0002996396645496,2.0701966780270627e-05,7.071067811865476e-06,0.0005179613195707,0.0001412950307487,Producing,Shut down,,armada,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.2,70.48191257336879,120.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'A/S Norske Shell': 60.0, 'Lundin Norway AS': 40.0}","{'A/S Norske Shell': 60.0, 'Aker BP': 40.0}",0.0,0.0,0.0,0.0,0.0,0.23,0.46,0.03,0.02,0.77,0,0,0.0,0.00421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
statfjord,2018,1.00851,1.30044,0.96591,0.0,3.27485,16.96395,43658,0.0174901697715134,0.0156708153758971,0.0140414070293413,0.0,0.0448038570698253,0.2350610225655147,Producing,Producing,41686.0,statfjord,True,,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,2.0,55.0,0.0,0.0,3376.0,376.0,0.0,518.0,97.0,3501.0,4053.0,63.0,2709.0,128.02148257226207,144.95999999999998,0.6308724118234861,941.0,11589.0,812.688059,993246794.0,equinor energy as,980.278271,2604.697335,283.31025,40930766.43413,"{'Statoil Petroleum AS': 44.33688, 'ExxonMobil Exploration and Production Norway AS': 21.36717, 'Spirit Energy Norge AS': 19.76464, 'Spirit Energy Resources Limited': 14.53131}","{'Equinor ASA': 44.33688, 'Vår Energi AS': 21.36717, 'Sval Energi AS': 14.53131}",4.43,6.11,1.12,0.0,12.67,582.98,87.23,23.45,0.0,714.77,0,0,0.0,4.08441,980.278271,2619.4717349999996,813.5547819999999,0.8017926701775776,1571.9598648442982,4188.700468094412,1303.9095898425596,2590923.7243438344,2678953.4767751154,941854.7430176137,973855.3916955541
statfjord nord,2018,0.41279,0.02983,0.02298,0.0,0.4656,2.82645,43679,0.0127552324082267,0.0007550130442381,0.0005679548637635,0.0,0.0137756933499815,0.0820194606757777,Producing,Producing,21084.0,statfjord,True,27.5,15.0,241.75,65.03012122598778,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,32.0,34.0,0.0,24.0,0.0,62.0,0.0,86.0,2827.0,158.39191898578665,278.5,9.192388155425116,190.0,2946.0,0.203138,993246794.0,equinor energy as,0.0,3.46275,0.0,0.0,"{'Petoro AS': 30.0, 'ExxonMobil Exploration and Production Norway AS': 25.0, 'Spirit Energy Norge AS': 23.125, 'Statoil Petroleum AS': 21.875}","{'Petoro AS': 30.0, 'Vår Energi AS': 25.0, 'Sval Energi AS': 23.125, 'Equinor ASA': 21.875}",3.72,0.23,0.05,0.0,4.05,44.12,2.37,1.12,0.0,48.62,0,0,0.0,4.08441,980.278271,2619.4717349999996,813.5547819999999,0.11399443248841326,111.74626518336798,298.99992807186345,92.7638722733516,184620.2389381242,190878.02978839283,472048.96635709226,488049.2906960625
fram h-nord,2018,0.00041,0.0,0.0,0.0,0.00041,0.00201,23410947,0.0001183568051838,0.0,0.0,0.0,0.0001183568051838,0.0005802370205355,Producing,Producing,23410876.0,troll,False,25.0,0.0,360.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2927.5,10.606601717798211,361.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,"{'Statoil Petroleum AS': 49.2, 'Idemitsu Petroleum Norge AS': 28.8, 'Petoro AS': 11.2, 'Neptune Energy Norge AS': 10.8}","{'Equinor ASA': 49.2, 'Idemitsu Petroleum Norge AS': 28.8, 'Petoro AS': 11.2, 'Neptune Energy Norge AS': 10.8}",0.02,0.0,0.0,0.0,0.02,0.71,0.0,0.0,0.0,0.71,0,0,0.0,49.00407,452.084728,4293.458371000001,695.773061,8.366651994415974e-06,0.003782435591166203,0.03592187204266911,0.005821291068476557,16.5676382608416,16.779454653946907,48105.80215110802,48720.83232853341
