field,year,yearly_nox_emissions_tons,org_number,operator
ekofisk ,2014,1275.228379,872450912,conocophillips skandinavia as
ekofisk ,2015,1449.64842,872450912,conocophillips skandinavia as
ekofisk ,2016,1277.438358,872450912,conocophillips skandinavia as
ekofisk ,2017,936.353557,872450912,conocophillips skandinavia as
ekofisk ,2018,1102.516885,872450912,conocophillips skandinavia as
ekofisk ,2019,1056.591326,872450912,conocophillips skandinavia as
ekofisk ,2020,791.840879,872450912,conocophillips skandinavia as
ekofisk ,2021,953.366509,872450912,conocophillips skandinavia as
ekofisk ,2022,816.596779,872450912,conocophillips skandinavia as
ekofisk ,2023,609.440758,872450912,conocophillips skandinavia as
skarv ,2010,389.428,912728544,aker bp asa
skarv ,2011,482.148,912728544,aker bp asa
skarv ,2012,1265.346785,912728544,aker bp asa
skarv ,2013,1810.531456,912728544,aker bp asa
skarv ,2014,544.376458,912728544,aker bp asa
skarv ,2015,259.838953,912728544,aker bp asa
skarv ,2016,276.474979,912728544,aker bp asa
skarv ,2017,401.464611,912728544,aker bp asa
skarv ,2018,318.506446,912728544,aker bp asa
skarv ,2019,269.831642,912728544,aker bp asa
eldfisk ,2021,558.955773,872450912,conocophillips skandinavia as
eldfisk ,2022,457.100988,872450912,conocophillips skandinavia as
eldfisk ,2023,427.882883,872450912,conocophillips skandinavia as
embla ,1998,0.28,872450912,conocophillips skandinavia as
embla ,1999,168.4823,872450912,conocophillips skandinavia as
embla ,2000,3.3677,872450912,conocophillips skandinavia as
embla ,2001,2.30265,872450912,conocophillips skandinavia as
embla ,2002,1.75,872450912,conocophillips skandinavia as
embla ,2003,2.023,872450912,conocophillips skandinavia as
embla ,2004,2.023,872450912,conocophillips skandinavia as
embla ,2005,133.3752,872450912,conocophillips skandinavia as
embla ,2006,2.975,872450912,conocophillips skandinavia as
embla ,2007,0.62016,872450912,conocophillips skandinavia as
embla ,2008,1.77966,872450912,conocophillips skandinavia as
embla ,2009,0.79394,872450912,conocophillips skandinavia as
embla ,2010,3.69169,872450912,conocophillips skandinavia as
embla ,2011,2.47713,872450912,conocophillips skandinavia as
embla ,2012,1.73489,872450912,conocophillips skandinavia as
embla ,2013,1.56,872450912,conocophillips skandinavia as
embla ,2014,1.311997,872450912,conocophillips skandinavia as
embla ,2015,1.177335,872450912,conocophillips skandinavia as
embla ,2016,0.459545,872450912,conocophillips skandinavia as
embla ,2017,0.72356,872450912,conocophillips skandinavia as
embla ,2018,1.715985,872450912,conocophillips skandinavia as
embla ,2019,0.96957,872450912,conocophillips skandinavia as
embla ,2020,0.66177,872450912,conocophillips skandinavia as
embla ,2021,1.208115,872450912,conocophillips skandinavia as
embla ,2022,2.101389,872450912,conocophillips skandinavia as
embla ,2023,0.70086,872450912,conocophillips skandinavia as
tor ,1997,144.729105,872450912,conocophillips skandinavia as
tor ,1998,142.756724,872450912,conocophillips skandinavia as
tor ,1999,180.354738,872450912,conocophillips skandinavia as
tor ,2000,209.37883,872450912,conocophillips skandinavia as
tor ,2001,250.26065,872450912,conocophillips skandinavia as
tor ,2002,268.146613,872450912,conocophillips skandinavia as
tor ,2003,196.837448,872450912,conocophillips skandinavia as
tor ,2004,209.57431,872450912,conocophillips skandinavia as
tor ,2005,256.60392,872450912,conocophillips skandinavia as
tor ,2006,310.97791,872450912,conocophillips skandinavia as
tor ,2007,198.19798,872450912,conocophillips skandinavia as
tor ,2008,170.25873,872450912,conocophillips skandinavia as
tor ,2009,176.3275,872450912,conocophillips skandinavia as
tor ,2010,210.845226,872450912,conocophillips skandinavia as
tor ,2011,245.8534,872450912,conocophillips skandinavia as
tor ,2012,172.76,872450912,conocophillips skandinavia as
tor ,2013,158.470018,872450912,conocophillips skandinavia as
tor ,2014,168.351301,872450912,conocophillips skandinavia as
tor ,2015,161.432842,872450912,conocophillips skandinavia as
tor ,2016,51.025435,872450912,conocophillips skandinavia as
tor ,2017,45.5202,872450912,conocophillips skandinavia as
tor ,2018,41.953824,872450912,conocophillips skandinavia as
tor ,2019,94.466849,872450912,conocophillips skandinavia as
tor ,2020,386.728286,872450912,conocophillips skandinavia as
tor ,2021,175.493025,872450912,conocophillips skandinavia as
tor ,2022,136.312834,872450912,conocophillips skandinavia as
tor ,2023,9.696982,872450912,conocophillips skandinavia as
sleipner øst ,2003,2467.311997,993246646,equinor energy as
sleipner øst ,2004,2325.668067,993246646,equinor energy as
sleipner øst ,2005,2542.645414,993246646,equinor energy as
sleipner øst ,2006,2764.718141,993246646,equinor energy as
sleipner øst ,2007,2755.590837,993246646,equinor energy as
sleipner øst ,2008,2551.489174,993246646,equinor energy as
sleipner øst ,2009,2474.01935,993246646,equinor energy as
sleipner øst ,2010,2066.117558,993246646,equinor energy as
sleipner øst ,2011,2062.926829,993246646,equinor energy as
sleipner øst ,2012,1983.20575,993246646,equinor energy as
sleipner øst ,2013,1643.092511,993246646,equinor energy as
sleipner øst ,2014,1999.623598,993246646,equinor energy as
sleipner øst ,2015,1966.976719,993246646,equinor energy as
sleipner øst ,2016,1802.130822,993246646,equinor energy as
sleipner øst ,2017,1856.564353,993246646,equinor energy as
sleipner øst ,2018,1989.917309,993246646,equinor energy as
sleipner øst ,2019,2342.174817,993246646,equinor energy as
sleipner øst ,2020,2191.473981,993246646,equinor energy as
sleipner øst ,2021,2030.723237,993246646,equinor energy as
sleipner øst ,2022,1705.492139,993246646,equinor energy as
sleipner øst ,2023,1729.250691,993246646,equinor energy as
sigyn ,2002,215.17679,812723502,equinor energy as
sigyn ,2003,0.0,812723502,equinor energy as
sigyn ,2016,73.193557,812723502,equinor energy as
sigyn ,2020,4.359525,812723502,equinor energy as
sigyn ,2021,30.469364,812723502,equinor energy as
sigyn ,2022,0.376747,812723502,equinor energy as
sigyn ,2023,4.247742,812723502,equinor energy as
snøhvit ,2004,35.07504,912732207,equinor energy as
snøhvit ,2005,447.81526,912732207,equinor energy as
snøhvit ,2006,449.262955,912732207,equinor energy as
snøhvit ,2011,46.60614,912732207,equinor energy as
snøhvit ,2013,5.2668,912732207,equinor energy as
snøhvit ,2016,353.241121,912732207,equinor energy as
snøhvit ,2017,256.30158,912732207,equinor energy as
snøhvit ,2018,111.569719,912732207,equinor energy as
snøhvit ,2019,48.086334,912732207,equinor energy as
snøhvit ,2020,127.290509,912732207,equinor energy as
snøhvit ,2022,3.76335,912732207,equinor energy as
snøhvit ,2023,0.0,912732207,equinor energy as
gudrun ,2012,345.7286,912732711,equinor energy as
gudrun ,2013,278.4222,912732711,equinor energy as
gudrun ,2014,287.02192,912732711,equinor energy as
gudrun ,2015,210.135131,912732711,equinor energy as
gudrun ,2016,59.145577,912732711,equinor energy as
gudrun ,2017,2.649447,912732711,equinor energy as
gudrun ,2018,2.36303,912732711,equinor energy as
gudrun ,2019,87.225857,912732711,equinor energy as
gudrun ,2020,264.866061,912732711,equinor energy as
gudrun ,2021,254.535728,912732711,equinor energy as
gudrun ,2022,192.614022,912732711,equinor energy as
gudrun ,2023,6.026934,912732711,equinor energy as
brynhild ,2014,323.187417,912729761,aker bp asa
brynhild ,2015,77.643199,912729761,aker bp asa
brynhild ,2017,0.0,912729761,aker bp asa
brynhild ,2018,1.223505,912729761,aker bp asa
brynhild ,2020,79.079685,912729761,aker bp asa
jette ,2012,359.30406,988303380,aker bp asa
jette ,2019,58.414386,988303380,aker bp asa
valemon ,2012,166.5132,912732630,equinor energy as
valemon ,2013,277.008714,912732630,equinor energy as
valemon ,2014,473.798985,912732630,equinor energy as
valemon ,2015,288.569844,912732630,equinor energy as
valemon ,2016,312.744993,912732630,equinor energy as
valemon ,2017,270.147198,912732630,equinor energy as
valemon ,2018,32.722738,912732630,equinor energy as
valemon ,2019,2.380262,912732630,equinor energy as
valemon ,2020,1.687343,912732630,equinor energy as
valemon ,2021,63.303153,912732630,equinor energy as
valemon ,2022,25.406829,912732630,equinor energy as
valemon ,2023,17.631787,912732630,equinor energy as
atla ,2012,37.377521,912726703,totalenergies ep norge as
atla ,2023,5.7,912726703,totalenergies ep norge as
skuld ,2012,453.1856,893246592,equinor energy as
skuld ,2013,553.43295,893246592,equinor energy as
skuld ,2014,238.020714,893246592,equinor energy as
skuld ,2015,9.83421,893246592,equinor energy as
skuld ,2016,225.318577,893246592,equinor energy as
skuld ,2017,18.502029,893246592,equinor energy as
skuld ,2019,4.210481,893246592,equinor energy as
skuld ,2022,18.738427,893246592,equinor energy as
skuld ,2023,7.764015,893246592,equinor energy as
svalin ,2014,201.510188,993246298,equinor energy as
svalin ,2023,40.527,993246298,equinor energy as
ormen lange ,2005,179.060873,890286852,a/s norske shell
ormen lange ,2006,1070.584,890286852,a/s norske shell
ormen lange ,2007,1040.690229,890286852,a/s norske shell
ormen lange ,2008,1140.817502,890286852,a/s norske shell
ormen lange ,2009,1325.626269,890286852,a/s norske shell
ormen lange ,2010,862.691,890286852,a/s norske shell
ormen lange ,2011,886.287497,890286852,a/s norske shell
ormen lange ,2012,872.998668,890286852,a/s norske shell
ormen lange ,2013,389.411008,890286852,a/s norske shell
ormen lange ,2014,112.246563,890286852,a/s norske shell
ormen lange ,2015,397.650599,890286852,a/s norske shell
ormen lange ,2018,20.527695,890286852,a/s norske shell
ormen lange ,2022,523.80378,890286852,a/s norske shell
martin linge ,2013,13.074768,912726606,equinor energy as
martin linge ,2014,83.518642,912726606,equinor energy as
martin linge ,2015,256.337059,912726606,equinor energy as
martin linge ,2016,244.94508,912726606,equinor energy as
martin linge ,2017,135.271767,912726606,equinor energy as
martin linge ,2018,421.275591,912726606,equinor energy as
martin linge ,2019,594.984147,912726606,equinor energy as
martin linge ,2020,664.56139,912726606,equinor energy as
martin linge ,2021,499.95652,912726606,equinor energy as
martin linge ,2022,222.011156,912726606,equinor energy as
martin linge ,2023,118.542257,912726606,equinor energy as
edvard grieg ,2014,118.59178,912729842,aker bp asa
edvard grieg ,2015,499.97008,912729842,aker bp asa
edvard grieg ,2016,560.076137,912729842,aker bp asa
edvard grieg ,2017,440.959793,912729842,aker bp asa
edvard grieg ,2018,365.704979,912729842,aker bp asa
edvard grieg ,2019,212.791237,912729842,aker bp asa
edvard grieg ,2020,215.258532,912729842,aker bp asa
edvard grieg ,2021,361.051734,912729842,aker bp asa
edvard grieg ,2022,261.636502,912729842,aker bp asa
edvard grieg ,2023,47.934812,912729842,aker bp asa
gina krog ,2015,154.39248,914470943,equinor energy as
gina krog ,2016,551.03895,914470943,equinor energy as
draugen ,1997,427.93,921788932,okea asa
draugen ,1998,482.1889,921788932,okea asa
draugen ,1999,384.645718,921788932,okea asa
draugen ,2000,719.655033,921788932,okea asa
draugen ,2001,779.185981,921788932,okea asa
draugen ,2002,799.853387,921788932,okea asa
draugen ,2003,735.1,921788932,okea asa
draugen ,2004,775.96,921788932,okea asa
draugen ,2005,627.172663,921788932,okea asa
draugen ,2006,639.803451,921788932,okea asa
draugen ,2007,600.103897,921788932,okea asa
draugen ,2008,763.172074,921788932,okea asa
draugen ,2009,565.323,921788932,okea asa
draugen ,2010,620.49,921788932,okea asa
draugen ,2011,604.792,921788932,okea asa
draugen ,2012,612.751912,921788932,okea asa
draugen ,2013,1824.695426,921788932,okea asa
draugen ,2014,1538.795433,921788932,okea asa
draugen ,2015,1172.123664,921788932,okea asa
draugen ,2016,1086.787097,921788932,okea asa
draugen ,2017,1175.583449,921788932,okea asa
draugen ,2018,1125.734511,921788932,okea asa
draugen ,2019,1036.351642,921788932,okea asa
draugen ,2020,1022.837765,921788932,okea asa
draugen ,2021,1090.371297,921788932,okea asa
draugen ,2022,1122.129109,921788932,okea asa
draugen ,2023,1001.87896,921788932,okea asa
visund ,1997,272.02,893246932,equinor energy as
visund ,1998,447.25,893246932,equinor energy as
visund ,1999,792.0873,893246932,equinor energy as
visund ,2000,1341.951168,893246932,equinor energy as
visund ,2001,1246.366634,893246932,equinor energy as
visund ,2002,1140.451932,893246932,equinor energy as
visund ,2003,1192.339717,893246932,equinor energy as
visund ,2004,1327.762079,893246932,equinor energy as
visund ,2005,1600.683784,893246932,equinor energy as
visund ,2006,805.778166,893246932,equinor energy as
visund ,2007,1417.8711,893246932,equinor energy as
visund ,2008,1358.737344,893246932,equinor energy as
visund ,2009,976.227785,893246932,equinor energy as
visund ,2010,1029.070662,893246932,equinor energy as
visund ,2011,880.410951,893246932,equinor energy as
visund ,2012,1123.585056,893246932,equinor energy as
visund ,2013,1704.614803,893246932,equinor energy as
visund ,2014,1832.739703,893246932,equinor energy as
visund ,2015,744.312797,893246932,equinor energy as
visund ,2016,637.313494,893246932,equinor energy as
visund ,2017,782.030579,893246932,equinor energy as
visund ,2018,959.652185,893246932,equinor energy as
visund ,2019,814.449115,893246932,equinor energy as
visund ,2020,724.631697,893246932,equinor energy as
visund ,2021,654.972316,893246932,equinor energy as
visund ,2022,635.255668,893246932,equinor energy as
visund ,2023,833.320494,893246932,equinor energy as
statfjord ,1997,4626.83913,993246794,equinor energy as
statfjord ,1998,5987.3933,993246794,equinor energy as
statfjord ,1999,6151.681542,993246794,equinor energy as
statfjord ,2000,7301.532142,993246794,equinor energy as
statfjord ,2001,6575.9717,993246794,equinor energy as
statfjord ,2002,6321.399162,993246794,equinor energy as
statfjord ,2003,6014.378061,993246794,equinor energy as
statfjord ,2004,5768.82311,993246794,equinor energy as
varg ,2004,325.0,893258272,repsol norge as
varg ,2005,946.08008,893258272,repsol norge as
varg ,2006,806.129779,893258272,repsol norge as
varg ,2007,779.851404,893258272,repsol norge as
varg ,2008,788.724955,893258272,repsol norge as
varg ,2009,870.059,893258272,repsol norge as
varg ,2010,731.774,893258272,repsol norge as
varg ,2011,758.172,893258272,repsol norge as
varg ,2012,747.054842,893258272,repsol norge as
varg ,2013,747.454601,893258272,repsol norge as
varg ,2014,704.206829,893258272,repsol norge as
varg ,2015,810.347755,893258272,repsol norge as
varg ,2016,355.298151,893258272,repsol norge as
varg ,2017,59.671762,893258272,repsol norge as
varg ,2018,20.34319,893258272,repsol norge as
kvitebjørn ,2003,119.938864,993246557,equinor energy as
kvitebjørn ,2004,253.808973,993246557,equinor energy as
kvitebjørn ,2005,329.403397,993246557,equinor energy as
kvitebjørn ,2006,302.065647,993246557,equinor energy as
kvitebjørn ,2007,225.963107,993246557,equinor energy as
kvitebjørn ,2008,259.655104,993246557,equinor energy as
kvitebjørn ,2009,320.294944,993246557,equinor energy as
kvitebjørn ,2010,302.257382,993246557,equinor energy as
kvitebjørn ,2011,270.512176,993246557,equinor energy as
kvitebjørn ,2012,259.045349,993246557,equinor energy as
kvitebjørn ,2013,599.046341,993246557,equinor energy as
kvitebjørn ,2014,486.564706,993246557,equinor energy as
kvitebjørn ,2015,421.923614,993246557,equinor energy as
kvitebjørn ,2016,419.146939,993246557,equinor energy as
kvitebjørn ,2017,444.996348,993246557,equinor energy as
kvitebjørn ,2018,452.895228,993246557,equinor energy as
kvitebjørn ,2019,389.871583,993246557,equinor energy as
kvitebjørn ,2020,444.301627,993246557,equinor energy as
kvitebjørn ,2021,374.23491,993246557,equinor energy as
kvitebjørn ,2022,380.71122,993246557,equinor energy as
kvitebjørn ,2023,403.547832,993246557,equinor energy as
gjøa ,2009,403.684974,997004523,vår energi norge as
gjøa ,2010,505.552564,997004523,vår energi norge as
gjøa ,2011,421.62462,997004523,vår energi norge as
gjøa ,2012,174.87,997004523,vår energi norge as
gjøa ,2013,80.660717,997004523,vår energi norge as
gjøa ,2014,70.340721,997004523,vår energi norge as
gjøa ,2015,69.539636,997004523,vår energi norge as
gjøa ,2016,78.865217,997004523,vår energi norge as
gjøa ,2017,52.779597,997004523,vår energi norge as
gjøa ,2018,63.658068,997004523,vår energi norge as
gjøa ,2019,52.057291,997004523,vår energi norge as
gjøa ,2020,177.821823,997004523,vår energi norge as
gjøa ,2021,267.998806,997004523,vår energi norge as
gjøa ,2022,50.629461,997004523,vår energi norge as
gjøa ,2023,52.028408,997004523,vår energi norge as
grane ,2001,104.6605,993246298,equinor energy as
grane ,2002,449.89,993246298,equinor energy as
grane ,2003,373.869424,993246298,equinor energy as
grane ,2004,660.405,993246298,equinor energy as
grane ,2005,586.682,993246298,equinor energy as
grane ,2006,1037.416,993246298,equinor energy as
grane ,2007,386.387,993246298,equinor energy as
grane ,2008,376.364738,993246298,equinor energy as
grane ,2009,413.674437,993246298,equinor energy as
grane ,2010,349.281258,993246298,equinor energy as
grane ,2011,386.685316,993246298,equinor energy as
grane ,2012,298.41996,993246298,equinor energy as
grane ,2013,359.866265,993246298,equinor energy as
grane ,2014,624.141994,993246298,equinor energy as
grane ,2015,275.304302,993246298,equinor energy as
grane ,2016,255.504213,993246298,equinor energy as
grane ,2017,266.810468,993246298,equinor energy as
grane ,2018,290.220092,993246298,equinor energy as
grane ,2019,238.479572,993246298,equinor energy as
grane ,2020,218.377543,993246298,equinor energy as
grane ,2021,233.027996,993246298,equinor energy as
gina krog ,2017,857.178292,914470943,equinor energy as
gina krog ,2018,1077.511731,914470943,equinor energy as
gina krog ,2019,818.530244,914470943,equinor energy as
gina krog ,2020,709.016724,914470943,equinor energy as
gina krog ,2021,529.888251,914470943,equinor energy as
gina krog ,2022,105.531695,914470943,equinor energy as
gina krog ,2023,165.847408,914470943,equinor energy as
ivar aasen ,2015,144.28296,912731073,aker bp asa
ivar aasen ,2016,484.085131,912731073,aker bp asa
ivar aasen ,2017,274.779568,912731073,aker bp asa
ivar aasen ,2018,174.906045,912731073,aker bp asa
ivar aasen ,2019,161.040131,912731073,aker bp asa
ivar aasen ,2020,120.350566,912731073,aker bp asa
ivar aasen ,2021,95.050653,912731073,aker bp asa
ivar aasen ,2022,69.633133,912731073,aker bp asa
ivar aasen ,2023,10.685847,912731073,aker bp asa
bøyla ,2014,122.498438,912726444,aker bp asa
bøyla ,2015,19.051989,912726444,aker bp asa
bøyla ,2018,48.79895,912726444,aker bp asa
bøyla ,2019,295.261262,912726444,aker bp asa
bøyla ,2021,6.41088,912726444,aker bp asa
johan sverdrup ,2016,464.915771,814797872,equinor energy as
johan sverdrup ,2017,516.296302,814797872,equinor energy as
johan sverdrup ,2018,660.442766,814797872,equinor energy as
johan sverdrup ,2019,360.432313,814797872,equinor energy as
johan sverdrup ,2020,62.920552,814797872,equinor energy as
johan sverdrup ,2021,42.649599,814797872,equinor energy as
johan sverdrup ,2022,772.706095,814797872,equinor energy as
johan sverdrup ,2023,437.424082,814797872,equinor energy as
maria ,2017,750.633573,915156207,wintershall dea norge as
maria ,2018,150.458516,915156207,wintershall dea norge as
maria ,2019,17.390084,915156207,wintershall dea norge as
maria ,2020,299.464506,915156207,wintershall dea norge as
maria ,2021,8.4987,915156207,wintershall dea norge as
maria ,2022,9.087025,915156207,wintershall dea norge as
maria ,2023,3.397265,915156207,wintershall dea norge as
aasta hansteen ,2017,114.17841,912731456,equinor energy as
aasta hansteen ,2018,988.44101,912731456,equinor energy as
aasta hansteen ,2019,202.908995,912731456,equinor energy as
aasta hansteen ,2020,147.469687,912731456,equinor energy as
aasta hansteen ,2021,138.530349,912731456,equinor energy as
aasta hansteen ,2022,206.022062,912731456,equinor energy as
