field,year,yearly_co2_emissions_1000_tonnes,org_number,operator
visund ,2021,167.288023,893246932,equinor energy as
visund ,2022,166.054794,893246932,equinor energy as
visund ,2023,176.61762,893246932,equinor energy as
statfjord ,1997,1479.849289,993246794,equinor energy as
statfjord ,1998,1428.97882,993246794,equinor energy as
statfjord ,1999,1599.509551,993246794,equinor energy as
statfjord ,2000,1637.032648,993246794,equinor energy as
statfjord ,2001,1556.526602,993246794,equinor energy as
statfjord ,2002,1515.802394,993246794,equinor energy as
statfjord ,2003,1481.760858,993246794,equinor energy as
statfjord ,2004,1434.424531,993246794,equinor energy as
varg ,2004,52.9,893258272,repsol norge as
varg ,2005,80.197268,893258272,repsol norge as
varg ,2006,77.309265,893258272,repsol norge as
varg ,2007,78.292136,893258272,repsol norge as
varg ,2008,78.516967,893258272,repsol norge as
varg ,2009,79.0161,893258272,repsol norge as
varg ,2010,73.069041,893258272,repsol norge as
varg ,2011,70.03848,893258272,repsol norge as
varg ,2012,76.157358,893258272,repsol norge as
varg ,2013,76.763013,893258272,repsol norge as
varg ,2014,72.529163,893258272,repsol norge as
varg ,2015,74.743528,893258272,repsol norge as
varg ,2016,30.685837,893258272,repsol norge as
varg ,2017,3.716296,893258272,repsol norge as
varg ,2018,1.266953,893258272,repsol norge as
kvitebjørn ,2003,23.987772,993246557,equinor energy as
kvitebjørn ,2004,52.679129,993246557,equinor energy as
kvitebjørn ,2005,70.723053,993246557,equinor energy as
kvitebjørn ,2006,66.087574,993246557,equinor energy as
kvitebjørn ,2007,48.940184,993246557,equinor energy as
kvitebjørn ,2008,77.175329,993246557,equinor energy as
kvitebjørn ,2009,80.423073,993246557,equinor energy as
kvitebjørn ,2010,77.324291,993246557,equinor energy as
kvitebjørn ,2011,65.97629,993246557,equinor energy as
kvitebjørn ,2012,65.610707,993246557,equinor energy as
kvitebjørn ,2013,81.051921,993246557,equinor energy as
kvitebjørn ,2014,95.349573,993246557,equinor energy as
kvitebjørn ,2015,185.015374,993246557,equinor energy as
kvitebjørn ,2016,193.702529,993246557,equinor energy as
kvitebjørn ,2017,206.304488,993246557,equinor energy as
kvitebjørn ,2018,194.17686,993246557,equinor energy as
kvitebjørn ,2019,190.994018,993246557,equinor energy as
kvitebjørn ,2020,204.043074,993246557,equinor energy as
kvitebjørn ,2021,188.498227,993246557,equinor energy as
kvitebjørn ,2022,174.488413,993246557,equinor energy as
kvitebjørn ,2023,176.571289,993246557,equinor energy as
gjøa ,2009,18.281162,997004523,vår energi norge as
gjøa ,2010,90.970385,997004523,vår energi norge as
gjøa ,2011,126.027579,997004523,vår energi norge as
gjøa ,2012,107.65314,997004523,vår energi norge as
gjøa ,2013,122.466176,997004523,vår energi norge as
gjøa ,2014,120.698941,997004523,vår energi norge as
gjøa ,2015,125.755859,997004523,vår energi norge as
gjøa ,2016,129.625909,997004523,vår energi norge as
gjøa ,2017,113.631517,997004523,vår energi norge as
gjøa ,2018,118.064246,997004523,vår energi norge as
gjøa ,2019,113.723714,997004523,vår energi norge as
gjøa ,2020,115.494318,997004523,vår energi norge as
gjøa ,2021,120.810655,997004523,vår energi norge as
gjøa ,2022,109.015276,997004523,vår energi norge as
gjøa ,2023,113.375905,997004523,vår energi norge as
grane ,2001,4.78448,993246298,equinor energy as
grane ,2002,20.5664,993246298,equinor energy as
grane ,2003,75.957419,993246298,equinor energy as
grane ,2004,215.363152,993246298,equinor energy as
grane ,2005,221.36194,993246298,equinor energy as
grane ,2006,279.45943,993246298,equinor energy as
grane ,2007,241.159899,993246298,equinor energy as
grane ,2008,235.245392,993246298,equinor energy as
grane ,2009,226.989689,993246298,equinor energy as
grane ,2010,223.873249,993246298,equinor energy as
grane ,2011,217.165837,993246298,equinor energy as
grane ,2012,227.169848,993246298,equinor energy as
grane ,2013,195.389827,993246298,equinor energy as
grane ,2014,228.142529,993246298,equinor energy as
grane ,2015,218.432032,993246298,equinor energy as
grane ,2016,214.350386,993246298,equinor energy as
grane ,2017,215.864774,993246298,equinor energy as
grane ,2018,209.574873,993246298,equinor energy as
grane ,2019,199.598056,993246298,equinor energy as
grane ,2020,198.646135,993246298,equinor energy as
grane ,2021,194.240214,993246298,equinor energy as
gina krog ,2018,144.195034,914470943,equinor energy as
gina krog ,2019,137.818225,914470943,equinor energy as
gina krog ,2020,123.987777,914470943,equinor energy as
gina krog ,2021,101.496385,914470943,equinor energy as
gina krog ,2022,59.869594,914470943,equinor energy as
gina krog ,2023,69.427109,914470943,equinor energy as
ivar aasen ,2015,8.629754,912731073,aker bp asa
ivar aasen ,2016,33.213245,912731073,aker bp asa
ivar aasen ,2017,24.838849,912731073,aker bp asa
ivar aasen ,2018,34.089629,912731073,aker bp asa
ivar aasen ,2019,25.404197,912731073,aker bp asa
ivar aasen ,2020,19.956065,912731073,aker bp asa
ivar aasen ,2021,19.841375,912731073,aker bp asa
ivar aasen ,2022,14.72587,912731073,aker bp asa
ivar aasen ,2023,10.135276,912731073,aker bp asa
bøyla ,2014,9.05058,912726444,aker bp asa
bøyla ,2015,1.439195,912726444,aker bp asa
bøyla ,2018,3.686076,912726444,aker bp asa
bøyla ,2019,21.040447,912726444,aker bp asa
bøyla ,2021,0.383183,912726444,aker bp asa
johan sverdrup ,2016,27.926381,814797872,equinor energy as
johan sverdrup ,2017,31.213556,814797872,equinor energy as
johan sverdrup ,2018,40.471947,814797872,equinor energy as
johan sverdrup ,2019,35.039585,814797872,equinor energy as
johan sverdrup ,2020,17.20722,814797872,equinor energy as
johan sverdrup ,2021,6.776287,814797872,equinor energy as
johan sverdrup ,2022,55.809284,814797872,equinor energy as
johan sverdrup ,2023,56.859617,814797872,equinor energy as
maria ,2017,39.719962,915156207,wintershall dea norge as
maria ,2018,12.124297,915156207,wintershall dea norge as
maria ,2019,1.399623,915156207,wintershall dea norge as
maria ,2020,26.524698,915156207,wintershall dea norge as
maria ,2021,0.384608,915156207,wintershall dea norge as
maria ,2022,0.652751,915156207,wintershall dea norge as
maria ,2023,0.244036,915156207,wintershall dea norge as
aasta hansteen ,2017,6.698149,912731456,equinor energy as
aasta hansteen ,2018,72.503572,912731456,equinor energy as
aasta hansteen ,2019,177.647453,912731456,equinor energy as
aasta hansteen ,2020,192.207951,912731456,equinor energy as
aasta hansteen ,2021,191.436769,912731456,equinor energy as
aasta hansteen ,2022,192.895469,912731456,equinor energy as
