field,year,yearly_co2_emissions_1000_tonnes,org_number,operator
gullfaks sør ,2011,47.214297,993246328,equinor energy as
gullfaks sør ,2012,63.592917,993246328,equinor energy as
gullfaks sør ,2013,53.252364,993246328,equinor energy as
gullfaks sør ,2014,50.149131,993246328,equinor energy as
gullfaks sør ,2015,41.028746,993246328,equinor energy as
gullfaks sør ,2016,12.453628,993246328,equinor energy as
gullfaks sør ,2017,0.568787,993246328,equinor energy as
gullfaks sør ,2018,15.815,993246328,equinor energy as
gullfaks sør ,2019,17.285721,993246328,equinor energy as
gullfaks sør ,2020,21.372757,993246328,equinor energy as
gullfaks sør ,2021,28.341596,993246328,equinor energy as
gullfaks sør ,2022,19.845265,993246328,equinor energy as
gullfaks sør ,2023,18.864784,993246328,equinor energy as
tordis ,1997,2.352887,993246328,equinor energy as
tordis ,1998,8.6048,993246328,equinor energy as
tordis ,1999,7.14,993246328,equinor energy as
tordis ,2002,13.407872,993246328,equinor energy as
tordis ,2004,2.847187,993246328,equinor energy as
tordis ,2006,7.292313,993246328,equinor energy as
tordis ,2007,2.823017,993246328,equinor energy as
tordis ,2008,0.447287,993246328,equinor energy as
tordis ,2009,3.304887,993246328,equinor energy as
tordis ,2010,3.572184,993246328,equinor energy as
tordis ,2012,4.825231,993246328,equinor energy as
tordis ,2013,6.891064,993246328,equinor energy as
tordis ,2014,13.201286,993246328,equinor energy as
tordis ,2015,7.3509,993246328,equinor energy as
tordis ,2016,7.659671,993246328,equinor energy as
tordis ,2017,2.434952,993246328,equinor energy as
tordis ,2018,0.354815,993246328,equinor energy as
tordis ,2019,0.834221,993246328,equinor energy as
tordis ,2020,5.110122,993246328,equinor energy as
tordis ,2021,8.014513,993246328,equinor energy as
tordis ,2022,0.241057,993246328,equinor energy as
tordis ,2023,1.132157,993246328,equinor energy as
eldfisk ,1997,195.69841,872450912,conocophillips skandinavia as
eldfisk ,1998,123.824173,872450912,conocophillips skandinavia as
eldfisk ,1999,47.116198,872450912,conocophillips skandinavia as
eldfisk ,2000,180.811866,872450912,conocophillips skandinavia as
eldfisk ,2001,254.301525,872450912,conocophillips skandinavia as
eldfisk ,2002,293.533266,872450912,conocophillips skandinavia as
eldfisk ,2003,283.070352,872450912,conocophillips skandinavia as
eldfisk ,2004,283.682173,872450912,conocophillips skandinavia as
eldfisk ,2005,273.2053,872450912,conocophillips skandinavia as
eldfisk ,2006,266.014346,872450912,conocophillips skandinavia as
eldfisk ,2007,248.75882,872450912,conocophillips skandinavia as
eldfisk ,2008,318.791775,872450912,conocophillips skandinavia as
eldfisk ,2009,300.245298,872450912,conocophillips skandinavia as
eldfisk ,2010,271.60401,872450912,conocophillips skandinavia as
eldfisk ,2011,300.582378,872450912,conocophillips skandinavia as
eldfisk ,2012,285.5426,872450912,conocophillips skandinavia as
eldfisk ,2013,228.161014,872450912,conocophillips skandinavia as
eldfisk ,2014,314.74944,872450912,conocophillips skandinavia as
eldfisk ,2015,319.414576,872450912,conocophillips skandinavia as
eldfisk ,2016,266.258532,872450912,conocophillips skandinavia as
eldfisk ,2017,255.796117,872450912,conocophillips skandinavia as
eldfisk ,2018,273.644743,872450912,conocophillips skandinavia as
eldfisk ,2019,252.161197,872450912,conocophillips skandinavia as
eldfisk ,2020,296.894608,872450912,conocophillips skandinavia as
brage ,2021,188.22994,993245437,okea asa
brage ,2022,187.488579,993245437,okea asa
brage ,2023,189.408105,993245437,okea asa
balder ,1997,10.169306,993256951,vår energi asa
balder ,1998,21.860911,993256951,vår energi asa
balder ,1999,53.671502,993256951,vår energi asa
balder ,2000,360.317523,993256951,vår energi asa
balder ,2001,161.099909,993256951,vår energi asa
balder ,2002,126.899302,993256951,vår energi asa
balder ,2003,142.115333,993256951,vår energi asa
balder ,2004,151.228197,993256951,vår energi asa
balder ,2005,144.513621,993256951,vår energi asa
balder ,2006,156.656944,993256951,vår energi asa
balder ,2007,130.814554,993256951,vår energi asa
balder ,2008,163.046627,993256951,vår energi asa
gyda ,2004,84.588087,993258253,repsol norge as
gyda ,2005,79.894613,993258253,repsol norge as
gyda ,2006,77.824595,993258253,repsol norge as
gyda ,2007,64.127396,993258253,repsol norge as
gyda ,2008,64.552377,993258253,repsol norge as
gyda ,2009,61.894517,993258253,repsol norge as
gyda ,2010,58.938558,993258253,repsol norge as
gyda ,2011,59.412327,993258253,repsol norge as
gyda ,2012,53.757751,993258253,repsol norge as
gyda ,2013,60.991036,993258253,repsol norge as
gyda ,2014,60.068365,993258253,repsol norge as
gyda ,2015,37.42219,993258253,repsol norge as
gyda ,2016,33.307415,993258253,repsol norge as
gyda ,2017,34.559361,993258253,repsol norge as
gyda ,2018,32.387254,993258253,repsol norge as
gyda ,2019,39.083505,993258253,repsol norge as
gyda ,2020,25.949128,993258253,repsol norge as
gyda ,2021,29.754648,993258253,repsol norge as
glitne ,2000,2.9248,993245569,equinor energy as
glitne ,2001,78.014,993245569,equinor energy as
glitne ,2002,92.363835,993245569,equinor energy as
glitne ,2003,92.573568,993245569,equinor energy as
glitne ,2004,100.110737,993245569,equinor energy as
glitne ,2005,81.930413,993245569,equinor energy as
glitne ,2006,70.050302,993245569,equinor energy as
glitne ,2007,70.483139,993245569,equinor energy as
glitne ,2008,82.492835,993245569,equinor energy as
glitne ,2009,26.87935,993245569,equinor energy as
glitne ,2010,23.007249,993245569,equinor energy as
glitne ,2011,33.175011,993245569,equinor energy as
glitne ,2012,44.655462,993245569,equinor energy as
glitne ,2013,12.728508,993245569,equinor energy as
glitne ,2014,3.420579,993245569,equinor energy as
åsgard ,1997,54.062198,993247006,equinor energy as
åsgard ,1998,116.99946,993247006,equinor energy as
åsgard ,1999,564.717241,993247006,equinor energy as
åsgard ,2000,668.376196,993247006,equinor energy as
åsgard ,2001,830.030202,993247006,equinor energy as
åsgard ,2002,858.221935,993247006,equinor energy as
åsgard ,2003,940.055015,993247006,equinor energy as
åsgard ,2004,932.051397,993247006,equinor energy as
åsgard ,2005,969.23312,993247006,equinor energy as
åsgard ,2006,933.732046,993247006,equinor energy as
åsgard ,2007,1025.707247,993247006,equinor energy as
åsgard ,2008,1046.080599,993247006,equinor energy as
åsgard ,2009,1034.076757,993247006,equinor energy as
åsgard ,2010,1019.904342,993247006,equinor energy as
åsgard ,2011,1019.138381,993247006,equinor energy as
åsgard ,2012,1054.329485,993247006,equinor energy as
åsgard ,2013,921.182304,993247006,equinor energy as
åsgard ,2014,1024.050101,993247006,equinor energy as
åsgard ,2015,1021.213335,993247006,equinor energy as
åsgard ,2016,1094.491043,993247006,equinor energy as
åsgard ,2017,1063.539556,993247006,equinor energy as
åsgard ,2018,855.70728,993247006,equinor energy as
åsgard ,2019,884.623023,993247006,equinor energy as
åsgard ,2020,860.728455,993247006,equinor energy as
åsgard ,2021,714.157792,993247006,equinor energy as
åsgard ,2022,772.482028,993247006,equinor energy as
åsgard ,2023,791.612019,993247006,equinor energy as
njord ,1997,74.1435,993246581,equinor energy as
njord ,1998,148.77117,993246581,equinor energy as
njord ,1999,171.804892,993246581,equinor energy as
njord ,2000,196.15644,993246581,equinor energy as
balder ,2009,148.106992,993256951,vår energi asa
balder ,2010,124.351604,993256951,vår energi asa
balder ,2011,135.204472,993256951,vår energi asa
balder ,2012,131.944719,993256951,vår energi asa
balder ,2013,159.667316,993256951,vår energi asa
balder ,2014,137.026845,993256951,vår energi asa
balder ,2015,148.542231,993256951,vår energi asa
balder ,2016,136.766165,993256951,vår energi asa
balder ,2017,136.504054,993256951,vår energi asa
balder ,2018,140.72968,993256951,vår energi asa
balder ,2019,131.012929,993256951,vår energi asa
balder ,2020,130.693716,993256951,vår energi asa
balder ,2021,142.31864,993256951,vår energi asa
balder ,2022,132.395917,993256951,vår energi asa
balder ,2023,151.256524,993256951,vår energi asa
heidrun ,1997,368.18578,979188676,equinor energy as
heidrun ,1998,339.39117,979188676,equinor energy as
heidrun ,1999,339.344492,979188676,equinor energy as
heidrun ,2000,321.776876,979188676,equinor energy as
heidrun ,2001,420.693886,979188676,equinor energy as
heidrun ,2002,351.707915,979188676,equinor energy as
heidrun ,2003,357.554539,979188676,equinor energy as
heidrun ,2004,390.761422,979188676,equinor energy as
heidrun ,2005,445.50098,979188676,equinor energy as
heidrun ,2006,388.137968,979188676,equinor energy as
heidrun ,2007,364.557935,979188676,equinor energy as
heidrun ,2008,396.318856,979188676,equinor energy as
heidrun ,2009,425.317276,979188676,equinor energy as
heidrun ,2010,443.947632,979188676,equinor energy as
heidrun ,2011,392.007664,979188676,equinor energy as
heidrun ,2012,364.609083,979188676,equinor energy as
heidrun ,2013,353.383502,979188676,equinor energy as
heidrun ,2014,375.729836,979188676,equinor energy as
heidrun ,2015,366.512712,979188676,equinor energy as
heidrun ,2016,376.594367,979188676,equinor energy as
heidrun ,2017,378.54277,979188676,equinor energy as
heidrun ,2018,353.582934,979188676,equinor energy as
heidrun ,2019,359.012603,979188676,equinor energy as
heidrun ,2020,336.892456,979188676,equinor energy as
heidrun ,2021,334.860445,979188676,equinor energy as
heidrun ,2022,329.43226,979188676,equinor energy as
heidrun ,2023,343.723117,979188676,equinor energy as
ula ,1997,120.96574,993302392,aker bp asa
ula ,1998,188.130557,993302392,aker bp asa
ula ,1999,173.742075,993302392,aker bp asa
ula ,2000,156.330527,993302392,aker bp asa
aasta hansteen ,2023,174.409833,912731456,equinor energy as
fenja ,2020,18.816028,912727157,vår energi norge as
fenja ,2022,37.573768,912727157,vår energi norge as
solveig ,2019,1.040881,912729737,aker bp asa
solveig ,2021,23.59819,912729737,aker bp asa
solveig ,2022,7.717362,912729737,aker bp asa
dvalin ,2017,0.31464,917865868,wintershall dea norge as
dvalin ,2019,8.944155,917865868,wintershall dea norge as
dvalin ,2020,12.668175,917865868,wintershall dea norge as
johan castberg ,2020,18.954165,920149073,equinor energy as
johan castberg ,2021,37.404547,920149073,equinor energy as
johan castberg ,2022,15.305799,920149073,equinor energy as
njord ,2001,205.17031,993246581,equinor energy as
njord ,2002,188.89786,993246581,equinor energy as
njord ,2003,193.45621,993246581,equinor energy as
njord ,2004,190.546465,993246581,equinor energy as
njord ,2005,193.766636,993246581,equinor energy as
njord ,2006,190.23417,993246581,equinor energy as
njord ,2007,196.096843,993246581,equinor energy as
njord ,2008,197.326367,993246581,equinor energy as
njord ,2009,170.43024,993246581,equinor energy as
njord ,2010,162.172203,993246581,equinor energy as
njord ,2011,144.622789,993246581,equinor energy as
njord ,2012,117.26774,993246581,equinor energy as
njord ,2013,101.645846,993246581,equinor energy as
njord ,2014,105.936278,993246581,equinor energy as
njord ,2015,160.125888,993246581,equinor energy as
njord ,2016,89.169428,993246581,equinor energy as
njord ,2017,0.571495,993246581,equinor energy as
njord ,2018,0.092089,993246581,equinor energy as
njord ,2021,0.56337,993246581,equinor energy as
njord ,2022,37.026569,993246581,equinor energy as
njord ,2023,169.594932,993246581,equinor energy as
kristin ,2003,11.954121,993246522,equinor energy as
kristin ,2004,49.085836,993246522,equinor energy as
kristin ,2005,117.843264,993246522,equinor energy as
kristin ,2006,223.488591,993246522,equinor energy as
kristin ,2007,227.845042,993246522,equinor energy as
kristin ,2008,222.157143,993246522,equinor energy as
kristin ,2009,209.49174,993246522,equinor energy as
kristin ,2010,219.069377,993246522,equinor energy as
kristin ,2011,223.299172,993246522,equinor energy as
kristin ,2012,221.729027,993246522,equinor energy as
kristin ,2013,372.092791,993246522,equinor energy as
kristin ,2014,302.339172,993246522,equinor energy as
kristin ,2015,323.282928,993246522,equinor energy as
kristin ,2016,277.757082,993246522,equinor energy as
kristin ,2017,314.031222,993246522,equinor energy as
kristin ,2018,326.263515,993246522,equinor energy as
kristin ,2019,300.210738,993246522,equinor energy as
kristin ,2020,300.309864,993246522,equinor energy as
kristin ,2021,264.311305,993246522,equinor energy as
kristin ,2022,283.109538,993246522,equinor energy as
kristin ,2023,282.735312,993246522,equinor energy as
alvheim ,2006,9.112,912726444,aker bp asa
alvheim ,2007,18.46435,912726444,aker bp asa
alvheim ,2008,359.784015,912726444,aker bp asa
alvheim ,2009,193.841401,912726444,aker bp asa
alvheim ,2010,166.691286,912726444,aker bp asa
alvheim ,2011,180.43049,912726444,aker bp asa
alvheim ,2012,185.092132,912726444,aker bp asa
alvheim ,2013,174.537881,912726444,aker bp asa
alvheim ,2014,182.289703,912726444,aker bp asa
alvheim ,2015,200.678524,912726444,aker bp asa
alvheim ,2016,212.788227,912726444,aker bp asa
alvheim ,2017,222.499816,912726444,aker bp asa
alvheim ,2018,228.429484,912726444,aker bp asa
alvheim ,2019,191.248075,912726444,aker bp asa
alvheim ,2020,207.089361,912726444,aker bp asa
alvheim ,2021,194.643411,912726444,aker bp asa
alvheim ,2022,179.410882,912726444,aker bp asa
alvheim ,2023,216.020093,912726444,aker bp asa
varg ,1998,18.526162,893258272,repsol norge as
varg ,1999,136.502629,893258272,repsol norge as
varg ,2000,90.888072,893258272,repsol norge as
varg ,2001,58.457524,893258272,repsol norge as
varg ,2002,63.734753,893258272,repsol norge as
varg ,2003,57.885,893258272,repsol norge as
ula ,2001,170.557604,993302392,aker bp asa
ula ,2002,158.242513,993302392,aker bp asa
ula ,2003,155.832392,993302392,aker bp asa
ula ,2004,155.900231,993302392,aker bp asa
ula ,2005,157.105161,993302392,aker bp asa
ula ,2006,147.127419,993302392,aker bp asa
ula ,2007,123.380768,993302392,aker bp asa
ula ,2008,135.684213,993302392,aker bp asa
ula ,2009,171.549846,993302392,aker bp asa
ula ,2010,191.691715,993302392,aker bp asa
ula ,2011,196.100979,993302392,aker bp asa
ula ,2012,163.25683,993302392,aker bp asa
ula ,2013,183.571665,993302392,aker bp asa
ula ,2014,209.778457,993302392,aker bp asa
ula ,2015,195.334383,993302392,aker bp asa
ula ,2016,191.00539,993302392,aker bp asa
ula ,2017,189.270206,993302392,aker bp asa
ula ,2018,208.816809,993302392,aker bp asa
ula ,2019,211.36707,993302392,aker bp asa
ula ,2020,223.588912,993302392,aker bp asa
ula ,2021,205.06346,993302392,aker bp asa
ula ,2022,169.261087,993302392,aker bp asa
ula ,2023,178.568685,993302392,aker bp asa
ekofisk ,1997,1217.237623,872450912,conocophillips skandinavia as
ekofisk ,1998,1860.344868,872450912,conocophillips skandinavia as
ekofisk ,1999,803.838125,872450912,conocophillips skandinavia as
ekofisk ,2000,723.044895,872450912,conocophillips skandinavia as
ekofisk ,2001,695.063737,872450912,conocophillips skandinavia as
ekofisk ,2002,741.730688,872450912,conocophillips skandinavia as
ekofisk ,2003,716.050083,872450912,conocophillips skandinavia as
ekofisk ,2004,703.745318,872450912,conocophillips skandinavia as
ekofisk ,2005,736.136962,872450912,conocophillips skandinavia as
ekofisk ,2006,742.492807,872450912,conocophillips skandinavia as
ekofisk ,2007,658.139638,872450912,conocophillips skandinavia as
ekofisk ,2008,689.334241,872450912,conocophillips skandinavia as
ekofisk ,2009,724.049241,872450912,conocophillips skandinavia as
ekofisk ,2010,706.660177,872450912,conocophillips skandinavia as
ekofisk ,2011,685.060597,872450912,conocophillips skandinavia as
ekofisk ,2012,679.93194,872450912,conocophillips skandinavia as
ekofisk ,2013,661.27864,872450912,conocophillips skandinavia as
ekofisk ,2014,682.583773,872450912,conocophillips skandinavia as
ekofisk ,2015,669.302441,872450912,conocophillips skandinavia as
ekofisk ,2016,603.681899,872450912,conocophillips skandinavia as
ekofisk ,2017,604.868206,872450912,conocophillips skandinavia as
ekofisk ,2018,629.119675,872450912,conocophillips skandinavia as
ekofisk ,2019,624.747448,872450912,conocophillips skandinavia as
ekofisk ,2020,586.279391,872450912,conocophillips skandinavia as
ekofisk ,2021,623.76674,872450912,conocophillips skandinavia as
ekofisk ,2022,538.245817,872450912,conocophillips skandinavia as
ekofisk ,2023,529.639928,872450912,conocophillips skandinavia as
skarv ,2010,17.635502,912728544,aker bp asa
skarv ,2011,29.271032,912728544,aker bp asa
skarv ,2012,81.82893,912728544,aker bp asa
skarv ,2013,582.930802,912728544,aker bp asa
skarv ,2014,312.536153,912728544,aker bp asa
skarv ,2015,289.245976,912728544,aker bp asa
skarv ,2016,296.140743,912728544,aker bp asa
skarv ,2017,398.564677,912728544,aker bp asa
skarv ,2018,368.707477,912728544,aker bp asa
skarv ,2019,367.005746,912728544,aker bp asa
eldfisk ,2021,287.92779,872450912,conocophillips skandinavia as
eldfisk ,2022,262.125784,872450912,conocophillips skandinavia as
eldfisk ,2023,248.998623,872450912,conocophillips skandinavia as
embla ,1998,0.0128,872450912,conocophillips skandinavia as
embla ,1999,7.702048,872450912,conocophillips skandinavia as
embla ,2000,0.153952,872450912,conocophillips skandinavia as
embla ,2001,0.105264,872450912,conocophillips skandinavia as
embla ,2002,0.08,872450912,conocophillips skandinavia as
embla ,2003,0.09248,872450912,conocophillips skandinavia as
embla ,2004,0.09248,872450912,conocophillips skandinavia as
embla ,2005,6.097152,872450912,conocophillips skandinavia as
embla ,2006,0.136,872450912,conocophillips skandinavia as
embla ,2007,0.033075,872450912,conocophillips skandinavia as
embla ,2008,0.094025,872450912,conocophillips skandinavia as
embla ,2009,0.041946,872450912,conocophillips skandinavia as
embla ,2010,0.212182,872450912,conocophillips skandinavia as
embla ,2011,0.142772,872450912,conocophillips skandinavia as
embla ,2012,0.099992,872450912,conocophillips skandinavia as
embla ,2013,0.0901,872450912,conocophillips skandinavia as
embla ,2014,0.075567,872450912,conocophillips skandinavia as
embla ,2015,0.08288,872450912,conocophillips skandinavia as
embla ,2016,0.03235,872450912,conocophillips skandinavia as
embla ,2017,0.050936,872450912,conocophillips skandinavia as
embla ,2018,0.120799,872450912,conocophillips skandinavia as
embla ,2019,0.068254,872450912,conocophillips skandinavia as
embla ,2020,0.046586,872450912,conocophillips skandinavia as
embla ,2021,0.085047,872450912,conocophillips skandinavia as
embla ,2022,0.14793,872450912,conocophillips skandinavia as
embla ,2023,0.049338,872450912,conocophillips skandinavia as
tor ,1997,27.8775,872450912,conocophillips skandinavia as
tor ,1998,22.884111,872450912,conocophillips skandinavia as
tor ,1999,19.924009,872450912,conocophillips skandinavia as
tor ,2000,25.551654,872450912,conocophillips skandinavia as
tor ,2001,29.621142,872450912,conocophillips skandinavia as
tor ,2002,30.554809,872450912,conocophillips skandinavia as
tor ,2003,27.734756,872450912,conocophillips skandinavia as
tor ,2004,28.348217,872450912,conocophillips skandinavia as
tor ,2005,27.945542,872450912,conocophillips skandinavia as
tor ,2006,27.740635,872450912,conocophillips skandinavia as
tor ,2007,23.438408,872450912,conocophillips skandinavia as
tor ,2008,22.991411,872450912,conocophillips skandinavia as
tor ,2009,25.553066,872450912,conocophillips skandinavia as
tor ,2010,26.010607,872450912,conocophillips skandinavia as
tor ,2011,29.020651,872450912,conocophillips skandinavia as
tor ,2012,25.771,872450912,conocophillips skandinavia as
tor ,2013,23.553061,872450912,conocophillips skandinavia as
tor ,2014,26.095604,872450912,conocophillips skandinavia as
tor ,2015,26.978724,872450912,conocophillips skandinavia as
tor ,2016,3.673657,872450912,conocophillips skandinavia as
tor ,2017,3.277299,872450912,conocophillips skandinavia as
tor ,2018,3.020532,872450912,conocophillips skandinavia as
tor ,2019,6.976178,872450912,conocophillips skandinavia as
tor ,2020,30.183871,872450912,conocophillips skandinavia as
tor ,2021,13.962378,872450912,conocophillips skandinavia as
tor ,2022,10.751651,872450912,conocophillips skandinavia as
tor ,2023,0.559307,872450912,conocophillips skandinavia as
sleipner øst ,2003,627.016503,993246646,equinor energy as
sleipner øst ,2004,598.019875,993246646,equinor energy as
sleipner øst ,2005,628.672483,993246646,equinor energy as
sleipner øst ,2006,592.173141,993246646,equinor energy as
sleipner øst ,2007,646.576578,993246646,equinor energy as
sleipner øst ,2008,573.172234,993246646,equinor energy as
sleipner øst ,2009,558.136851,993246646,equinor energy as
sleipner øst ,2010,464.456922,993246646,equinor energy as
sleipner øst ,2011,504.234193,993246646,equinor energy as
sleipner øst ,2012,465.795069,993246646,equinor energy as
sleipner øst ,2013,432.263034,993246646,equinor energy as
sleipner øst ,2014,438.334371,993246646,equinor energy as
sleipner øst ,2015,497.391104,993246646,equinor energy as
sleipner øst ,2016,448.821542,993246646,equinor energy as
sleipner øst ,2017,473.6194,993246646,equinor energy as
sleipner øst ,2018,529.478912,993246646,equinor energy as
sleipner øst ,2019,602.436392,993246646,equinor energy as
sleipner øst ,2020,571.591401,993246646,equinor energy as
sleipner øst ,2021,499.577014,993246646,equinor energy as
sleipner øst ,2022,473.755711,993246646,equinor energy as
sleipner øst ,2023,453.372912,993246646,equinor energy as
sigyn ,2002,20.800354,812723502,equinor energy as
sigyn ,2003,0.0,812723502,equinor energy as
sigyn ,2016,5.04054,812723502,equinor energy as
sigyn ,2020,0.316895,812723502,equinor energy as
sigyn ,2021,2.269732,812723502,equinor energy as
sigyn ,2022,0.219389,812723502,equinor energy as
sigyn ,2023,0.30877,812723502,equinor energy as
snøhvit ,2004,1.60343,912732207,equinor energy as
snøhvit ,2005,29.644249,912732207,equinor energy as
snøhvit ,2006,51.748296,912732207,equinor energy as
snøhvit ,2011,2.110592,912732207,equinor energy as
snøhvit ,2013,0.23851,912732207,equinor energy as
snøhvit ,2016,20.98284,912732207,equinor energy as
snøhvit ,2017,15.224544,912732207,equinor energy as
snøhvit ,2018,6.627728,912732207,equinor energy as
snøhvit ,2019,3.664616,912732207,equinor energy as
snøhvit ,2020,9.967323,912732207,equinor energy as
snøhvit ,2022,0.273559,912732207,equinor energy as
snøhvit ,2023,0.0,912732207,equinor energy as
gudrun ,2012,15.656566,912732711,equinor energy as
gudrun ,2013,12.608548,912732711,equinor energy as
gudrun ,2014,30.068303,912732711,equinor energy as
gudrun ,2015,15.806124,912732711,equinor energy as
gudrun ,2016,31.298053,912732711,equinor energy as
gudrun ,2017,1.139257,912732711,equinor energy as
gudrun ,2018,3.414663,912732711,equinor energy as
gudrun ,2019,9.732449,912732711,equinor energy as
gudrun ,2020,18.980371,912732711,equinor energy as
gudrun ,2021,16.837739,912732711,equinor energy as
gudrun ,2022,12.285001,912732711,equinor energy as
gudrun ,2023,0.721265,912732711,equinor energy as
brynhild ,2014,22.7647,912729761,aker bp asa
brynhild ,2015,6.478144,912729761,aker bp asa
brynhild ,2017,0.0,912729761,aker bp asa
brynhild ,2018,0.073129,912729761,aker bp asa
brynhild ,2020,6.17026,912729761,aker bp asa
jette ,2012,24.977935,988303380,aker bp asa
jette ,2019,4.127771,988303380,aker bp asa
valemon ,2012,7.540669,912732630,equinor energy as
valemon ,2013,19.777423,912732630,equinor energy as
valemon ,2014,27.362739,912732630,equinor energy as
valemon ,2015,21.494005,912732630,equinor energy as
valemon ,2016,23.140658,912732630,equinor energy as
valemon ,2017,20.25285,912732630,equinor energy as
valemon ,2018,3.323993,912732630,equinor energy as
valemon ,2019,0.613545,912732630,equinor energy as
valemon ,2020,0.317617,912732630,equinor energy as
valemon ,2021,6.096038,912732630,equinor energy as
valemon ,2022,22.897795,912732630,equinor energy as
valemon ,2023,11.750947,912732630,equinor energy as
atla ,2012,8.634075,912726703,totalenergies ep norge as
atla ,2023,0.3412,912726703,totalenergies ep norge as
skuld ,2012,20.522833,893246592,equinor energy as
skuld ,2013,25.062606,893246592,equinor energy as
skuld ,2014,10.869257,893246592,equinor energy as
skuld ,2015,0.576913,893246592,equinor energy as
skuld ,2016,13.378693,893246592,equinor energy as
skuld ,2017,1.099655,893246592,equinor energy as
skuld ,2019,0.306061,893246592,equinor energy as
skuld ,2022,2.462037,893246592,equinor energy as
skuld ,2023,0.647334,893246592,equinor energy as
svalin ,2014,11.681839,993246298,equinor energy as
svalin ,2023,3.002385,993246298,equinor energy as
ormen lange ,2005,9.037772,890286852,a/s norske shell
ormen lange ,2006,54.06164,890286852,a/s norske shell
ormen lange ,2007,58.551492,890286852,a/s norske shell
ormen lange ,2008,57.352175,890286852,a/s norske shell
ormen lange ,2009,79.57578,890286852,a/s norske shell
ormen lange ,2010,44.030457,890286852,a/s norske shell
ormen lange ,2011,45.234766,890286852,a/s norske shell
ormen lange ,2012,43.313015,890286852,a/s norske shell
ormen lange ,2013,19.820056,890286852,a/s norske shell
ormen lange ,2014,5.93164,890286852,a/s norske shell
ormen lange ,2015,27.529312,890286852,a/s norske shell
ormen lange ,2018,1.226955,890286852,a/s norske shell
ormen lange ,2022,36.388855,890286852,a/s norske shell
martin linge ,2013,0.5921,912726606,equinor energy as
martin linge ,2014,6.797906,912726606,equinor energy as
martin linge ,2015,28.711227,912726606,equinor energy as
martin linge ,2016,18.967523,912726606,equinor energy as
martin linge ,2017,10.705395,912726606,equinor energy as
martin linge ,2018,28.453484,912726606,equinor energy as
martin linge ,2019,47.995451,912726606,equinor energy as
martin linge ,2020,48.77106,912726606,equinor energy as
martin linge ,2021,66.970065,912726606,equinor energy as
martin linge ,2022,41.315817,912726606,equinor energy as
martin linge ,2023,27.599073,912726606,equinor energy as
edvard grieg ,2014,5.689024,912729842,aker bp asa
edvard grieg ,2015,66.450716,912729842,aker bp asa
edvard grieg ,2016,227.220696,912729842,aker bp asa
edvard grieg ,2017,282.921859,912729842,aker bp asa
edvard grieg ,2018,293.664562,912729842,aker bp asa
edvard grieg ,2019,275.21678,912729842,aker bp asa
edvard grieg ,2020,262.808981,912729842,aker bp asa
edvard grieg ,2021,274.222858,912729842,aker bp asa
edvard grieg ,2022,247.723633,912729842,aker bp asa
edvard grieg ,2023,44.925018,912729842,aker bp asa
gina krog ,2015,9.057263,914470943,equinor energy as
gina krog ,2016,32.629441,914470943,equinor energy as
gina krog ,2017,84.296113,914470943,equinor energy as
draugen ,1997,157.07515,921788932,okea asa
draugen ,1998,169.60632,921788932,okea asa
draugen ,1999,225.255947,921788932,okea asa
draugen ,2000,224.036226,921788932,okea asa
draugen ,2001,236.332813,921788932,okea asa
draugen ,2002,226.877556,921788932,okea asa
draugen ,2003,214.885,921788932,okea asa
draugen ,2004,227.045,921788932,okea asa
draugen ,2005,189.871364,921788932,okea asa
draugen ,2006,182.503419,921788932,okea asa
draugen ,2007,174.980364,921788932,okea asa
draugen ,2008,189.461128,921788932,okea asa
draugen ,2009,176.651156,921788932,okea asa
draugen ,2010,178.120041,921788932,okea asa
draugen ,2011,173.456862,921788932,okea asa
draugen ,2012,182.946752,921788932,okea asa
draugen ,2013,198.720485,921788932,okea asa
draugen ,2014,204.222083,921788932,okea asa
draugen ,2015,189.589292,921788932,okea asa
draugen ,2016,179.475926,921788932,okea asa
draugen ,2017,194.320864,921788932,okea asa
draugen ,2018,192.172,921788932,okea asa
draugen ,2019,187.960057,921788932,okea asa
draugen ,2020,191.522243,921788932,okea asa
draugen ,2021,194.40649,921788932,okea asa
draugen ,2022,208.946065,921788932,okea asa
draugen ,2023,189.14885,921788932,okea asa
visund ,1997,12.4352,893246932,equinor energy as
visund ,1998,23.5808,893246932,equinor energy as
visund ,1999,168.395056,893246932,equinor energy as
visund ,2000,219.33222,893246932,equinor energy as
visund ,2001,203.573994,893246932,equinor energy as
visund ,2002,188.782211,893246932,equinor energy as
visund ,2003,199.019027,893246932,equinor energy as
visund ,2004,211.725226,893246932,equinor energy as
visund ,2005,178.567277,893246932,equinor energy as
visund ,2006,181.921491,893246932,equinor energy as
visund ,2007,270.845444,893246932,equinor energy as
visund ,2008,282.097016,893246932,equinor energy as
visund ,2009,254.243515,893246932,equinor energy as
visund ,2010,285.657462,893246932,equinor energy as
visund ,2011,207.659682,893246932,equinor energy as
visund ,2012,228.660741,893246932,equinor energy as
visund ,2013,270.683473,893246932,equinor energy as
visund ,2014,317.20925,893246932,equinor energy as
visund ,2015,266.991007,893246932,equinor energy as
visund ,2016,267.970645,893246932,equinor energy as
visund ,2017,267.068829,893246932,equinor energy as
visund ,2018,263.156942,893246932,equinor energy as
visund ,2019,234.101924,893246932,equinor energy as
visund ,2020,212.974117,893246932,equinor energy as
