fclName,fclPhase,fclSurface,fclCurrentOperatorName,fclKind,fclBelongsToName,fclBelongsToKind,fclBelongsToS,fclStartupDate,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclWaterDepth,fclFunctions,fclDesignLifetime,fclNationName,fclFactPageUrl,fclFactMapUrl,fclNpdidFacility,fclDateUpdated,datesyncNPD
6407/9-E-4 H,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,01.12.2014,ED50,64.0,15.0,23.37,N,7.0,42.0,13.16,E,296,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=432093,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=432093,432093,02.01.2024,22.05.2024
6407/9-G-1 H,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,01.11.2014,ED50,64.0,20.0,47.07,N,7.0,43.0,3.9,E,259,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=435244,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=435244,435244,02.01.2024,22.05.2024
6407/9-G-2 H,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,12.06.2016,ED50,64.0,22.0,13.93,N,7.0,47.0,28.85,E,245,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=438207,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=438207,438207,02.01.2024,22.05.2024
6407/9-G-3 H,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,23.06.2016,ED50,64.0,20.0,25.28,N,7.0,45.0,9.58,E,268,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=435301,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=435301,435301,02.01.2024,22.05.2024
6407/9-G-5 H,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,01.06.2017,ED50,64.0,15.0,49.91,N,7.0,43.0,43.24,E,289,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=442817,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=442817,442817,14.03.2024,22.05.2024
6407/9-H-1,IN SERVICE,N,OKEA ASA,SINGLE WELL TEMPLATE,DRAUGEN,FIELD,43758.0,01.10.2023,ED50,64.0,23.0,59.87,N,7.0,41.0,40.18,E,244,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=744219,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=744219,744219,02.01.2024,22.05.2024
6507/11-V H YTTERGRYTA,SHUT DOWN,N,Equinor Energy AS,SINGLE WELL TEMPLATE,YTTERGRYTA,FIELD,4973114.0,06.01.2009,ED50,65.0,6.0,41.8,N,7.0,30.0,33.2,E,297,GAS PRODUCER,15.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=394760,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=394760,394760,02.01.2024,22.05.2024
6507/11-WA SIGRID,INSTALLATION,N,Equinor Energy AS,MULTI WELL TEMPLATE,HALTEN ØST,FIELD,42148955.0,,ED50,65.0,1.0,11.76,N,7.0,22.0,52.91,E,260,GAS PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=766442,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=766442,766442,02.01.2024,22.05.2024
6507/11-WB NATALIA,INSTALLATION,N,Equinor Energy AS,MULTI WELL TEMPLATE,HALTEN ØST,FIELD,42148955.0,,ED50,65.0,8.0,39.65,N,7.0,26.0,1.9,E,260,GAS PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=766742,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=766742,766742,02.01.2024,22.05.2024
6507/3-G-1H ÆRFUGL,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ÆRFUGL NORD,FIELD,38542241.0,03.11.2021,ED50,65.0,55.0,4.14,N,7.0,43.0,15.5,E,368,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=713532,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=713532,713532,02.01.2024,22.05.2024
6507/3-H-1H ÆRFUGL,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SKARV,FIELD,4704482.0,03.11.2021,ED50,65.0,50.0,29.0,N,7.0,41.0,33.62,E,356,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=713830,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=713830,713830,02.01.2024,22.05.2024
6507/5-K-1H ÆRFUGL,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SKARV,FIELD,4704482.0,12.11.2020,ED50,65.0,41.0,50.66,N,7.0,32.0,52.8,E,409,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=451366,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=451366,451366,02.01.2024,22.05.2024
6507/5-L-1H ÆRFUGL,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SKARV,FIELD,4704482.0,12.11.2020,ED50,65.0,37.0,37.42,N,7.0,29.0,25.09,E,406,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=451420,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=451420,451420,02.01.2024,22.05.2024
6507/5-M-1H ÆRFUGL,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SKARV,FIELD,4704482.0,12.11.2020,ED50,65.0,35.0,40.05,N,7.0,25.0,29.94,E,420,GAS PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=451474,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=451474,451474,02.01.2024,22.05.2024
6507/8-D-5 H,IN SERVICE,N,Equinor Energy AS,SINGLE WELL TEMPLATE,HEIDRUN,FIELD,43771.0,01.02.2007,ED50,65.0,21.0,46.34,N,7.0,20.0,7.01,E,357,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=417412,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=417412,417412,02.01.2024,22.05.2024
ALBUSKJELL A,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET 12 LEGS,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,38.0,34.39,N,2.0,56.0,24.03,E,71,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271357,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271357,271357,02.01.2024,22.05.2024
ALBUSKJELL A-BS,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET TRIPOD,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,38.0,30.55,N,2.0,56.0,26.3,E,70,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281073,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281073,281073,02.01.2024,22.05.2024
ALBUSKJELL A-FL,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET TRIPOD,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,38.0,27.67,N,2.0,56.0,28.4,E,70,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281101,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281101,281101,02.01.2024,22.05.2024
ALBUSKJELL F,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET 12 LEGS,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,37.0,13.93,N,3.0,3.0,14.21,E,71,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271553,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271553,271553,02.01.2024,22.05.2024
ALBUSKJELL F-BS,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET TRIPOD,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,37.0,9.91,N,3.0,3.0,16.49,E,70,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281241,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281241,281241,02.01.2024,22.05.2024
ALBUSKJELL F-FL,REMOVED,Y,ConocoPhillips Skandinavia AS,JACKET TRIPOD,ALBUSKJELL,FIELD,43437.0,01.05.1979,ED50,56.0,37.0,6.96,N,3.0,3.0,18.58,E,70,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281269,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281269,281269,02.01.2024,22.05.2024
ALVE,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,ALVE,FIELD,4444332.0,19.03.2009,ED50,65.0,58.0,6.4,N,7.0,48.0,36.37,E,390,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=378362,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=378362,378362,02.01.2024,22.05.2024
ALVHEIM EAST RISER BASE,IN SERVICE,N,Aker BP ASA,SUBSEA STRUCTURE,ALVHEIM,FIELD,2845712.0,08.06.2008,ED50,59.0,34.0,9.12,N,2.0,0.0,4.89,E,125,RISER BASE,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=425523,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=425523,425523,02.01.2024,22.05.2024
ALVHEIM FPSO,IN SERVICE,Y,Aker BP ASA,FPSO,ALVHEIM,FIELD,2845712.0,08.06.2008,ED50,59.0,34.0,3.06,N,1.0,59.0,54.42,E,125,OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=375206,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=375206,375206,02.01.2024,22.05.2024
ALVHEIM SOUTH RISER BASE,IN SERVICE,N,Aker BP ASA,SUBSEA STRUCTURE,ALVHEIM,FIELD,2845712.0,08.06.2008,ED50,59.0,33.0,55.4,N,1.0,59.0,59.49,E,125,RISER BASE,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=425582,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=425582,425582,02.01.2024,22.05.2024
ALVHEIM WEST RISER BASE,IN SERVICE,N,Aker BP ASA,SUBSEA STRUCTURE,ALVHEIM,FIELD,2845712.0,08.06.2008,ED50,59.0,34.0,4.62,N,1.0,59.0,38.77,E,125,RISER BASE,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=425640,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=425640,425640,02.01.2024,22.05.2024
ALWYN NORTH B,IN SERVICE,Y,,JACKET 8 LEGS,,INGEN REGISTERING,,01.11.1987,ED50,60.0,48.0,36.42,N,1.0,44.0,6.87,E,126,PROCESSING,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=372850,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=372850,372850,02.01.2024,22.05.2024
ARMADA,IN SERVICE,Y,,JACKET 4 LEGS,,INGEN REGISTERING,,01.10.1997,ED50,57.0,57.0,26.77,N,1.0,50.0,45.28,E,110,PROCESSING - QUARTER,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=378185,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=378185,378185,02.01.2024,22.05.2024
ASKELADD NORD (J),IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,SNØHVIT,FIELD,2053062.0,12.12.2022,ED50,71.0,24.0,0.39,N,20.0,24.0,40.68,E,340,GAS PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=708522,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=708522,708522,02.01.2024,22.05.2024
ASKELADD SØR (L),IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,SNØHVIT,FIELD,2053062.0,12.12.2022,ED50,71.0,20.0,27.42,N,20.0,23.0,23.79,E,340,GAS PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=708225,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=708225,708225,02.01.2024,22.05.2024
ASKELADD VEST (K),INSTALLATION,N,Equinor Energy AS,MULTI WELL TEMPLATE,SNØHVIT,FIELD,2053062.0,,ED50,71.0,17.0,39.6,N,20.0,7.0,53.6,E,233,GAS PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=748429,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=748429,748429,02.01.2024,22.05.2024
B-11,REMOVED,Y,Gassco AS,JACKET 8 LEGS,NORPIPE GASSLEDNING,TUF,124165.0,17.09.1977,ED50,55.0,27.0,44.33,N,4.0,33.0,5.93,E,33,BOOSTER - QUARTER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277265,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277265,277265,02.01.2024,22.05.2024
BALDER FPU,IN SERVICE,Y,Vår Energi ASA,FPSO,BALDER,FIELD,43562.0,30.09.1999,ED50,59.0,11.0,29.78,N,2.0,23.0,14.7,E,127,OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279841,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279841,279841,02.01.2024,22.05.2024
BALDER GASLIFT MANIFOLD,IN SERVICE,N,Vår Energi ASA,SUBSEA STRUCTURE,BALDER,FIELD,43562.0,30.06.2016,,,,,N,,,,E,127,MANIFOLD,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=448485,,448485,29.02.2024,22.05.2024
BALDER SDU A,IN SERVICE,N,Vår Energi ASA,SUBSEA STRUCTURE,BALDER,FIELD,43562.0,01.06.2013,ED50,59.0,11.0,28.48,N,2.0,21.0,30.66,E,127,DISTRIBUTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=430557,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=430557,430557,02.01.2024,22.05.2024
BALDER SDU B,IN SERVICE,N,Vår Energi ASA,SUBSEA STRUCTURE,BALDER,FIELD,43562.0,18.11.2013,ED50,59.0,10.0,40.28,N,2.0,22.0,42.15,E,127,DISTRIBUTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=430668,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=430668,430668,02.01.2024,22.05.2024
BALDER SDU D,IN SERVICE,N,Vår Energi ASA,SUBSEA STRUCTURE,BALDER,FIELD,43562.0,15.04.2015,ED50,59.0,11.0,58.37,N,2.0,24.0,35.79,E,127,DISTRIBUTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=430724,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=430724,430724,02.01.2024,22.05.2024
BAUGE,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,BAUGE,FIELD,29446221.0,06.04.2023,ED50,64.0,21.0,18.17,N,7.0,27.0,41.87,E,282,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=451051,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=451051,451051,02.01.2024,22.05.2024
BLAREGNIES,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,50.0,21.0,23.0,N,3.0,53.0,40.0,E,0,LANDFALL - PROCESSING,,Belgium,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=416127,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=416127,416127,02.01.2024,22.05.2024
BOA,IN SERVICE,N,Aker BP ASA,MULTI WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,08.06.2008,ED50,59.0,34.0,35.58,N,1.0,55.0,25.34,E,125,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=375245,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=375245,375245,02.01.2024,22.05.2024
BRAE A,IN SERVICE,Y,Repsol Sinopec North Sea Limited,JACKET 8 LEGS,ENOCH,FIELD,3437659.0,12.07.1983,ED50,58.0,41.0,32.94,N,1.0,16.0,55.02,E,112,OIL PRODUCER - PROCESSING - QUARTER,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=273877,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=273877,273877,02.01.2024,22.05.2024
BRAEFOOT BAY,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,56.0,29.0,19.19,N,2.0,45.0,37.38,W,0,LANDFALL - PROCESSING,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=403588,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=403588,403588,02.01.2024,22.05.2024
BRAGE,IN SERVICE,Y,OKEA ASA,JACKET 8 LEGS,BRAGE,FIELD,43651.0,23.09.1993,ED50,60.0,32.0,33.21,N,3.0,2.0,48.47,E,136,DRILLING - PROCESSING - QUARTER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277405,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277405,277405,02.01.2024,22.05.2024
BRAGE-T,IN SERVICE,N,Gassco AS,SUBSEA STRUCTURE,STATPIPE,TUF,123940.0,23.09.1993,ED50,60.0,33.0,38.28,N,2.0,53.0,53.0,E,136,T-CONNECTION,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=287037,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=287037,287037,02.01.2024,22.05.2024
BRASSE,FUTURE,N,,MULTI WELL TEMPLATE,,,,01.01.2021,ED50,60.0,24.0,16.92,N,3.0,1.0,58.46,E,120,OIL PRODUCER - WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=451998,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=451998,451998,02.01.2024,22.05.2024
BRASSE WI Satellite ,FUTURE,N,,SINGLE WELL TEMPLATE,,,,01.01.2021,,,,,N,,,,E,120,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=456096,,456096,29.02.2024,22.05.2024
BREIDABLIKK J,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,BREIDABLIKK,FIELD,38702206.0,20.10.2023,ED50,59.0,13.0,52.11,N,2.0,33.0,22.84,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=743545,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=743545,743545,02.01.2024,22.05.2024
BREIDABLIKK K,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,BREIDABLIKK,FIELD,38702206.0,20.10.2023,ED50,59.0,14.0,30.04,N,2.0,35.0,3.06,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=743245,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=743245,743245,02.01.2024,22.05.2024
BREIDABLIKK L,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,BREIDABLIKK,FIELD,38702206.0,20.10.2023,ED50,59.0,15.0,14.6,N,2.0,36.0,13.94,E,130,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=742945,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=742945,742945,02.01.2024,22.05.2024
BREIDABLIKK M,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,BREIDABLIKK,FIELD,38702206.0,20.10.2023,ED50,59.0,15.0,50.93,N,2.0,37.0,26.24,E,129,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=742645,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=742645,742645,02.01.2024,22.05.2024
BRYNHILD,REMOVED,N,,MULTI WELL TEMPLATE,BRYNHILD,FIELD,21123063.0,25.12.2014,ED50,57.0,29.0,34.0,N,2.0,18.0,9.4,E,82,OIL PRODUCER - WATER INJECTION,15.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=430375,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=430375,430375,02.01.2024,22.05.2024
BYGGVE,SHUT DOWN,N,TotalEnergies EP Norge AS,SINGLE WELL TEMPLATE,SKIRNE,FIELD,2138816.0,01.03.2004,ED50,59.0,37.0,3.64,N,2.0,29.0,49.93,E,120,GAS PRODUCER,15.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=359760,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=359760,359760,02.01.2024,22.05.2024
BYGNES,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,59.0,17.0,56.99,N,5.0,18.0,17.15,E,0,LANDFALL,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=365267,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=365267,365267,02.01.2024,22.05.2024
BØYLA,IN SERVICE,N,Aker BP ASA,MULTI WELL TEMPLATE,BØYLA,FIELD,22492497.0,19.01.2015,ED50,59.0,20.0,35.37,N,1.0,49.0,51.18,E,120,OIL PRODUCER - WATER INJECTION,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=435781,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=435781,435781,02.01.2024,22.05.2024
CATS,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,54.0,37.0,32.99,N,1.0,21.0,5.56,W,0,LANDFALL - PROCESSING,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=416189,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=416189,416189,02.01.2024,22.05.2024
COD,REMOVED,Y,,JACKET 8 LEGS,COD,FIELD,43785.0,01.11.1977,ED50,57.0,4.0,10.39,N,2.0,26.0,5.0,E,73,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271693,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271693,271693,02.01.2024,22.05.2024
COD FL,REMOVED,Y,,JACKET TRIPOD,COD,FIELD,43785.0,01.11.1977,ED50,57.0,4.0,6.53,N,2.0,26.0,7.52,E,78,,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281465,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281465,281465,02.01.2024,22.05.2024
COL DE LARRAU,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,43.0,1.0,0.0,N,0.0,56.0,0.0,E,0,LANDFALL - PROCESSING,,Spain,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=416247,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=416247,416247,02.01.2024,22.05.2024
CRUDEN BAY,IN SERVICE,Y,,ONSHORE FACILITY,,INGEN REGISTERING,,,ED50,57.0,23.0,49.0,N,1.0,50.0,42.0,W,0,LANDFALL - PROCESSING,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=416305,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=416305,416305,02.01.2024,22.05.2024
