fclName,fclPhase,fclSurface,fclCurrentOperatorName,fclKind,fclBelongsToName,fclBelongsToKind,fclBelongsToS,fclStartupDate,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclWaterDepth,fclFunctions,fclDesignLifetime,fclNationName,fclFactPageUrl,fclFactMapUrl,fclNpdidFacility,fclDateUpdated,datesyncNPD
1/2-1 IM Blane,IN SERVICE,N,Repsol Norge AS,SINGLE WELL TEMPLATE,BLANE,FIELD,3437650.0,12.09.2007,ED50,56.0,54.0,30.57,N,2.0,27.0,15.12,E,74,WATER INJECTION,15.0,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=373104,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=373104,373104,02.01.2024,22.05.2024
1/2-1 PE Blane,IN SERVICE,N,Repsol Norge AS,SINGLE WELL TEMPLATE,BLANE,FIELD,3437650.0,12.09.2007,ED50,56.0,54.0,29.87,N,2.0,27.0,15.87,E,74,OIL PRODUCER,15.0,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=373068,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=373068,373068,02.01.2024,22.05.2024
1/2-1 PW Blane,IN SERVICE,N,Repsol Norge AS,SINGLE WELL TEMPLATE,BLANE,FIELD,3437650.0,12.09.2007,ED50,56.0,54.0,29.86,N,2.0,27.0,14.39,E,74,OIL PRODUCER,15.0,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=373030,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=373030,373030,02.01.2024,22.05.2024
10/1-CDP1,PARTLY REMOVED,Y,,CONCRETE STRUCTURE,,INGEN REGISTERING,,01.09.1979,ED50,59.0,52.0,31.04,N,2.0,3.0,42.44,E,100,DRILLING,,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=271861,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=271861,271861,02.01.2024,22.05.2024
15/12-C Rev,SHUT DOWN,N,Repsol Norge AS,SINGLE WELL TEMPLATE,REV,FIELD,4467554.0,26.01.2009,ED50,58.0,1.0,40.68,N,1.0,55.0,28.34,E,113,GAS PRODUCER,10.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=378147,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=378147,378147,02.01.2024,22.05.2024
15/12-D Rev,SHUT DOWN,N,Repsol Norge AS,SINGLE WELL TEMPLATE,REV,FIELD,4467554.0,01.09.2009,ED50,58.0,1.0,42.62,N,1.0,55.0,23.63,E,113,GAS PRODUCER,10.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=402804,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=402804,402804,02.01.2024,22.05.2024
15/12-E-1 H Gaupe,SHUT DOWN,N,,SINGLE WELL TEMPLATE,GAUPE,FIELD,18161341.0,31.03.2012,ED50,58.0,0.0,42.99,N,1.0,55.0,31.5,E,87,OIL PRODUCER,15.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=410712,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=410712,410712,02.01.2024,22.05.2024
15/5-A-5 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,,ED50,58.0,42.0,45.73,N,1.0,39.0,30.35,E,0,,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=442552,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=442552,442552,02.01.2024,22.05.2024
15/5-A-7 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,30.11.2007,ED50,58.0,42.0,45.2,N,1.0,37.0,51.7,E,109,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=377347,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=377347,377347,02.01.2024,22.05.2024
15/5-B-1 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,29.08.2001,ED50,58.0,43.0,58.42,N,1.0,38.0,33.42,E,110,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283789,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283789,283789,02.01.2024,22.05.2024
15/6-A-1 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,29.08.2001,ED50,58.0,42.0,46.9,N,1.0,40.0,5.2,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280233,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280233,280233,02.01.2024,22.05.2024
15/6-A-2 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,29.08.2001,ED50,58.0,42.0,46.3,N,1.0,40.0,5.8,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364886,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364886,364886,02.01.2024,22.05.2024
15/6-A-3 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,29.08.2001,ED50,58.0,42.0,46.61,N,1.0,40.0,5.41,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364927,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364927,364927,02.01.2024,22.05.2024
15/6-A-4 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,29.08.2001,ED50,58.0,42.0,44.3,N,1.0,40.0,5.7,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=365003,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=365003,365003,02.01.2024,22.05.2024
15/6-A-5 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,30.09.2003,ED50,58.0,42.0,46.18,N,1.0,40.0,0.66,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=365044,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=365044,365044,02.01.2024,22.05.2024
15/6-A-6 H Glitne,REMOVED,N,Equinor Energy AS,SINGLE WELL TEMPLATE,GLITNE,FIELD,1272071.0,01.08.2004,ED50,58.0,41.0,38.59,N,1.0,40.0,25.17,E,112,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=409489,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=409489,409489,02.01.2024,22.05.2024
15/9-E,IN SERVICE,N,Equinor Energy AS,MULTI WELL TEMPLATE,SLEIPNER VEST,FIELD,43457.0,11.10.2004,ED50,58.0,29.0,49.14,N,1.0,43.0,21.73,E,110,GAS PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280821,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280821,280821,02.01.2024,22.05.2024
16/1-CA TROLDHAUGEN,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,,FIELD,,30.06.2021,ED50,58.0,48.0,51.49,N,2.0,16.0,14.2,E,106,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=717185,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=717185,717185,02.01.2024,22.05.2024
16/1-CB TROLDHAUGEN,FUTURE,N,Aker BP ASA,MULTI WELL TEMPLATE,,FIELD,,,ED50,58.0,45.0,49.54,N,2.0,16.0,25.11,E,0,,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=759416,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=759416,759416,02.01.2024,22.05.2024
16/4 SOLVEIG BA,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,30.09.2021,ED50,58.0,41.0,11.8,N,2.0,12.0,15.3,E,100,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715043,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715043,715043,02.01.2024,22.05.2024
16/4 SOLVEIG BB,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,30.09.2021,ED50,58.0,41.0,3.29,N,2.0,11.0,58.17,E,100,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715341,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715341,715341,02.01.2024,22.05.2024
16/4 SOLVEIG BC,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,30.09.2021,ED50,58.0,40.0,39.36,N,2.0,12.0,2.76,E,100,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715639,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715639,715639,02.01.2024,22.05.2024
16/4 SOLVEIG BD,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,30.09.2021,ED50,58.0,40.0,52.4,N,2.0,11.0,48.8,E,100,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715937,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715937,715937,02.01.2024,22.05.2024
16/4 SOLVEIG BE,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,30.09.2021,ED50,58.0,40.0,39.41,N,2.0,12.0,10.08,E,100,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=716235,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=716235,716235,02.01.2024,22.05.2024
16/4 SOLVEIG BF,FUTURE,N,Aker BP ASA,MULTI WELL TEMPLATE,SOLVEIG,FIELD,34833011.0,,ED50,58.0,40.0,24.89,N,2.0,14.0,10.7,E,0,,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=759713,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=759713,759713,02.01.2024,22.05.2024
16/4 SOLVEIG BG,FUTURE,N,,SINGLE WELL TEMPLATE,,INGEN REGISTERING,,,ED50,58.0,42.0,47.42,N,2.0,12.0,38.23,E,0,,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=760010,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=760010,760010,02.01.2024,22.05.2024
24/6-A-5 Alvheim,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,01.04.2016,ED50,59.0,34.0,36.03,N,1.0,55.0,25.65,E,125,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=445917,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=445917,445917,02.01.2024,22.05.2024
24/6-A-6 H Alvheim,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,01.02.2018,ED50,59.0,34.0,35.41,N,1.0,55.0,24.45,E,121,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=727047,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=727047,727047,02.01.2024,22.05.2024
24/6-A-7 Alvheim,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,01.02.2018,ED50,59.0,34.0,35.92,N,1.0,55.0,23.29,E,121,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=727345,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=727345,727345,02.01.2024,22.05.2024
24/6-B-5 Alvheim,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,01.12.2012,ED50,59.0,32.0,46.09,N,1.0,59.0,22.93,E,124,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=428267,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=428267,428267,02.01.2024,22.05.2024
24/6-B-6 KIS,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,ALVHEIM,FIELD,2845712.0,01.10.2018,ED50,59.0,32.0,45.08,N,1.0,59.0,17.01,E,124,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=727915,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=727915,727915,02.01.2024,22.05.2024
24/9-M5,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,BØYLA,FIELD,22492497.0,13.03.2023,ED50,59.0,20.0,31.6,N,1.0,49.0,40.44,E,120,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=751291,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=751291,751291,02.01.2024,22.05.2024
24/9-M6,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,BØYLA,FIELD,22492497.0,13.03.2023,ED50,59.0,20.0,31.58,N,1.0,49.0,38.94,E,120,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=751589,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=751589,751589,02.01.2024,22.05.2024
24/9-P-10 H,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,VOLUND,FIELD,4380167.0,01.08.2017,ED50,59.0,29.0,42.49,N,1.0,58.0,2.75,E,123,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=729378,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=729378,729378,02.01.2024,22.05.2024
24/9-P-6 AH Volund,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,VOLUND,FIELD,4380167.0,24.01.2013,ED50,59.0,29.0,45.25,N,1.0,57.0,56.75,E,124,GAS PRODUCER - OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=429693,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=429693,429693,02.01.2024,22.05.2024
24/9-P-7 VIPER,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,VOLUND,FIELD,4380167.0,10.11.2016,ED50,59.0,29.0,42.0,N,1.0,57.0,60.0,E,124,GAS PRODUCER - OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=448895,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=448895,448895,02.01.2024,22.05.2024
24/9-P-8 KOBRA,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,VOLUND,FIELD,4380167.0,10.11.2016,ED50,59.0,29.0,43.18,N,1.0,58.0,0.94,E,124,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=449134,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=449134,449134,02.01.2024,22.05.2024
24/9-P-9 H,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,VOLUND,FIELD,4380167.0,01.07.2017,ED50,59.0,29.0,41.9,N,1.0,58.0,0.99,E,123,OIL PRODUCER,,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=728943,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=728943,728943,02.01.2024,22.05.2024
25/10 WI BALDER,FABRICATION,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,14.0,7.8,N,2.0,21.0,7.58,E,125,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=720234,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=720234,720234,02.01.2024,22.05.2024
25/10-B-1 H HANZ,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,HANZ,FIELD,25307278.0,22.04.2024,ED50,59.0,3.0,20.4,N,2.0,14.0,37.18,E,106,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=764575,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=764575,764575,23.04.2024,22.05.2024
25/10-C-1 H HANZ,IN SERVICE,N,Aker BP ASA,SINGLE WELL TEMPLATE,HANZ,FIELD,25307278.0,22.04.2024,ED50,59.0,3.0,20.15,N,2.0,14.0,39.92,E,106,GAS PRODUCER - OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=764274,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=764274,764274,23.04.2024,22.05.2024
25/11 BALDER B,INSTALLATION,N,Vår Energi ASA,MULTI WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,10.0,36.59,N,2.0,22.0,39.56,E,125,GAS PRODUCER - OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=718441,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=718441,718441,02.01.2024,22.05.2024
25/11 BALDER DT,INSTALLATION,N,Vår Energi ASA,MULTI WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,11.0,59.52,N,2.0,24.0,47.0,E,125,GAS PRODUCER - OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=718740,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=718740,718740,02.01.2024,22.05.2024
25/11 BALDER FT,INSTALLATION,N,Vår Energi ASA,MULTI WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,13.0,7.39,N,2.0,25.0,31.68,E,125,GAS PRODUCER - OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719637,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719637,719637,02.01.2024,22.05.2024
25/11 BALDER GT,INSTALLATION,N,Vår Energi ASA,MULTI WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,14.0,20.85,N,2.0,26.0,55.57,E,125,GAS PRODUCER - OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719039,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719039,719039,02.01.2024,22.05.2024
25/11 M4W BALDER,FABRICATION,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,9.0,56.29,N,2.0,19.0,3.2,E,125,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719936,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719936,719936,02.01.2024,22.05.2024
25/11-A-19 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,25.06.2001,ED50,59.0,11.0,30.09,N,2.0,21.0,31.68,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=341394,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=341394,341394,02.01.2024,22.05.2024
25/11-A-20 H BALDER,SHUT DOWN,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,10.10.2001,ED50,59.0,11.0,27.4,N,2.0,21.0,36.17,E,127,WATER INJECTION,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=282753,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=282753,282753,02.01.2024,22.05.2024
25/11-A-21 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,01.09.2013,ED50,59.0,11.0,29.61,N,2.0,21.0,29.42,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=282949,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=282949,282949,02.01.2024,22.05.2024
25/11-A-22 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,31.10.2013,ED50,59.0,11.0,27.42,N,2.0,21.0,31.55,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=429055,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=429055,429055,02.01.2024,22.05.2024
25/11-A-23 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,28.02.2014,ED50,59.0,11.0,30.09,N,2.0,21.0,27.02,E,126,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=429114,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=429114,429114,02.01.2024,22.05.2024
25/11-A-27 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,30.06.2015,ED50,59.0,11.0,27.32,N,2.0,21.0,27.63,E,127,OIL PRODUCER,25.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=442355,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=442355,442355,02.01.2024,22.05.2024
25/11-A-4 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,13.11.1999,ED50,59.0,11.0,29.29,N,2.0,21.0,35.47,E,127,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283173,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283173,283173,02.01.2024,22.05.2024
25/11-A-5 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,15.11.1999,ED50,59.0,11.0,30.22,N,2.0,21.0,34.19,E,127,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283229,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283229,283229,02.01.2024,22.05.2024
25/11-A-6 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,13.11.1999,ED50,59.0,11.0,28.33,N,2.0,21.0,37.41,E,127,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283257,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283257,283257,02.01.2024,22.05.2024
25/11-A-8 H BALDER,SHUT DOWN,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,,ED50,59.0,11.0,29.83,N,2.0,21.0,32.63,E,127,WATER PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=284629,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=284629,284629,02.01.2024,22.05.2024
25/11-B-11 H BALDER,IN SERVICE,N,Vår Energi ASA,SINGLE WELL TEMPLATE,BALDER,FIELD,43562.0,15.10.1999,ED50,59.0,10.0,42.54,N,2.0,22.0,44.0,E,127,OIL PRODUCER,20.0,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=283817,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=283817,283817,02.01.2024,22.05.2024
