fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,DatesyncNPD
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Endeavour Energy (UK) Limited,8.0,,3437659,4462359,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Altinex Oil AS,4.36,,3437659,2835200,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,DONG E&P Norge AS,1.86,,3437659,4070011,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2006,27.11.2006,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Talisman Expro Limited,24.0,,3437659,3987589,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Endeavour Energy (UK) Limited,8.0,,3437659,4462359,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Altinex Oil AS,4.36,,3437659,2835200,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,DONG E&P Norge AS,1.86,,3437659,4070011,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,06.09.2006,30.10.2006,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Talisman Expro Limited,24.0,,3437659,3987589,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Endeavour Energy (UK) Limited,8.0,,3437659,4462359,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Altinex Oil AS,4.36,,3437659,2835200,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,DONG Norge AS,1.86,,3437659,1853083,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,22.05.2006,05.09.2006,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Talisman Expro Limited,24.0,,3437659,3987589,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Petro-Canada UK Limited,8.0,,3437659,3437846,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Altinex Oil AS,4.36,,3437659,2835200,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,DONG Norge AS,1.86,,3437659,1853083,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,19.12.2005,21.05.2006,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Paladin Expro Limited,24.0,,3437659,3437686,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Petro-Canada UK Limited,8.0,,3437659,3437846,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Altinex Oil AS,4.36,,3437659,2835200,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,DONG Norge AS,1.86,,3437659,1853083,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.10.2005,18.12.2005,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Paladin Expro Limited,24.0,,3437659,3437686,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Petro-Canada UK Limited,8.0,,3437659,3437846,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Total E&P Norge AS,4.36,,3437659,2410708,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,DONG Norge AS,1.86,,3437659,1853083,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,18.08.2005,10.10.2005,Talisman LNS Limited,1.2,,3437659,4462294,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Paladin Expro Limited,24.0,,3437659,3437686,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Dyas UK Limited,14.0,,3437659,3437812,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Bow Valley Petroleum (UK) Limited,12.0,,3437659,3437741,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Roc Oil (GB) Limited,12.0,,3437659,3437730,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Statoil ASA (old),11.78,,3437659,1622484,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Dana Petroleum (E & P) Limited,8.8,,3437659,3437824,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Petro-Canada UK Limited,8.0,,3437659,3437846,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Total E&P Norge AS,4.36,,3437659,2410708,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Det Norske Oljeselskap AS,2.0,,3437659,1340609,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,DONG Norge AS,1.86,,3437659,1853083,07.01.2024,22.05.2024
ENOCH,ENOCH UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.07.2005,17.08.2005,Lundin North Sea Limited,1.2,,3437659,3437835,07.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,31.01.2024,,Vår Energi ASA,45.0,,31164879,50000032,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,31.01.2024,,Vår Energi Norge AS,30.0,0.0,31164879,50000114,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,31.01.2024,,Sval Energi AS,17.5,0.0,31164879,36536246,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,31.01.2024,,DNO Norge AS,7.5,,31164879,29468270,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.11.2022,30.01.2024,Vår Energi ASA,45.0,,31164879,50000032,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.11.2022,30.01.2024,Neptune Energy Norge AS,30.0,,31164879,31123361,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.11.2022,30.01.2024,Sval Energi AS,17.5,0.0,31164879,36536246,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.11.2022,30.01.2024,DNO Norge AS,7.5,,31164879,29468270,18.02.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,30.09.2022,02.11.2022,Vår Energi ASA,45.0,,31164879,50000032,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,30.09.2022,02.11.2022,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,30.09.2022,02.11.2022,Sval SENAS AS,17.5,0.0,31164879,50000057,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,30.09.2022,02.11.2022,DNO Norge AS,7.5,,31164879,29468270,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,28.01.2022,29.09.2022,Vår Energi ASA,45.0,,31164879,50000032,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,28.01.2022,29.09.2022,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,28.01.2022,29.09.2022,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,28.01.2022,29.09.2022,DNO Norge AS,7.5,,31164879,29468270,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,19.12.2019,27.01.2022,Vår Energi AS,45.0,,31164879,33360957,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,19.12.2019,27.01.2022,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,19.12.2019,27.01.2022,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,19.12.2019,27.01.2022,DNO Norge AS,7.5,,31164879,29468270,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,21.05.2019,18.12.2019,Vår Energi AS,45.0,,31164879,33360957,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,21.05.2019,18.12.2019,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,21.05.2019,18.12.2019,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,21.05.2019,18.12.2019,DNO North Sea (Norge) AS,7.5,,31164879,34779971,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,10.12.2018,20.05.2019,Vår Energi AS,45.0,,31164879,33360957,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,10.12.2018,20.05.2019,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,10.12.2018,20.05.2019,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,10.12.2018,20.05.2019,Faroe Petroleum Norge AS,7.5,,31164879,4062883,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.12.2018,09.12.2018,Point Resources AS,45.0,,31164879,28183464,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.12.2018,09.12.2018,Neptune Energy Norge AS,30.0,,31164879,31123361,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.12.2018,09.12.2018,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,03.12.2018,09.12.2018,Faroe Petroleum Norge AS,7.5,,31164879,4062883,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,12.10.2018,02.12.2018,Point Resources AS,45.0,,31164879,28183464,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,12.10.2018,02.12.2018,Neptune E&P Norge AS,30.0,,31164879,33279417,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,12.10.2018,02.12.2018,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,12.10.2018,02.12.2018,Faroe Petroleum Norge AS,7.5,,31164879,4062883,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,16.05.2018,11.10.2018,Point Resources AS,45.0,,31164879,28183464,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,16.05.2018,11.10.2018,VNG Norge AS,30.0,,31164879,17237193,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,16.05.2018,11.10.2018,Suncor Energy Norge AS,17.5,,31164879,20426420,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,16.05.2018,11.10.2018,Faroe Petroleum Norge AS,7.5,,31164879,4062883,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,05.04.2018,15.05.2018,Point Resources AS,45.0,,31164879,28183464,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,05.04.2018,15.05.2018,VNG Norge AS,30.0,,31164879,17237193,02.01.2024,22.05.2024
FENJA,586,PRODUCTION LICENSE,05.04.2018,,05.04.2018,15.05.2018,Faroe Petroleum Norge AS,25.0,,31164879,4062883,02.01.2024,22.05.2024
FENRIS,146,PRODUCTION LICENSE,28.06.2023,,28.06.2023,,Aker BP ASA,77.8,,42002478,28544099,02.01.2024,22.05.2024
FENRIS,146,PRODUCTION LICENSE,28.06.2023,,28.06.2023,,PGNiG Upstream Norway AS,22.2,,42002478,29394105,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,01.11.2022,,Rigel Petroleum (NI) Limited,92.92,,24635035,50000062,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,01.11.2022,,TotalEnergies EP Norge AS,6.255,,24635035,35000016,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,01.11.2022,,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,24.11.2021,31.10.2022,Repsol Sinopec Zeta Limited,92.92,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,24.11.2021,31.10.2022,TotalEnergies EP Norge AS,6.255,,24635035,35000016,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,24.11.2021,31.10.2022,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,18.06.2021,23.11.2021,NEO Energy Production UK Limited,65.941,,24635035,37817009,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,18.06.2021,23.11.2021,Repsol Sinopec Zeta Limited,26.979,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,18.06.2021,23.11.2021,TotalEnergies EP Norge AS,6.255,,24635035,35000016,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,18.06.2021,23.11.2021,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,22.10.2020,17.06.2021,NEO Energy Production UK Limited,65.941,,24635035,37817009,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,22.10.2020,17.06.2021,Repsol Sinopec Zeta Limited,26.979,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,22.10.2020,17.06.2021,Total E&P Norge AS,6.255,,24635035,2410708,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,22.10.2020,17.06.2021,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,11.03.2020,21.10.2020,Petrogas NEO UK Ltd,65.941,,24635035,35317872,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,11.03.2020,21.10.2020,Repsol Sinopec Zeta Limited,26.979,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,11.03.2020,21.10.2020,Total E&P Norge AS,6.255,,24635035,2410708,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,11.03.2020,21.10.2020,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,30.11.2018,10.03.2020,Total Oil UK Limited,65.941,,24635035,32057045,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,30.11.2018,10.03.2020,Repsol Sinopec Zeta Limited,26.979,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,30.11.2018,10.03.2020,Total E&P Norge AS,6.255,,24635035,2410708,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,30.11.2018,10.03.2020,Petrolia NOCO AS,0.825,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,31.10.2018,29.11.2018,Total Oil UK Limited,65.941,,24635035,32057045,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,31.10.2018,29.11.2018,Repsol Sinopec Zeta Limited,26.979,,24635035,33199949,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,31.10.2018,29.11.2018,Total E&P Norge AS,6.255,,24635035,2410708,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,31.10.2018,29.11.2018,Petrolia NOCO AS,0.471,,24635035,28518657,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,31.10.2018,29.11.2018,Petoro AS,0.354,,24635035,1626839,02.01.2024,22.05.2024
FLYNDRE,FLYNDRE UNIT,BUSINESS ARRANGEMENT AREA,09.09.2016,,02.10.2018,30.10.2018,Total Oil UK Limited,65.941,,24635035,32057045,02.01.2024,22.05.2024
