fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,DatesyncNPD
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,30.09.2022,,TotalEnergies EP Norge AS,39.896,,43437,35000016,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,30.09.2022,,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,30.09.2022,,Vår Energi ASA,12.388,,43437,50000032,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,30.09.2022,,Sval Energi AS,7.604,0.0,43437,36536246,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,30.09.2022,,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,28.01.2022,29.09.2022,TotalEnergies EP Norge AS,39.896,,43437,35000016,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,28.01.2022,29.09.2022,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,28.01.2022,29.09.2022,Vår Energi ASA,12.388,,43437,50000032,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,28.01.2022,29.09.2022,Equinor Energy AS,7.604,,43437,32011216,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,28.01.2022,29.09.2022,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.06.2021,27.01.2022,TotalEnergies EP Norge AS,39.896,,43437,35000016,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.06.2021,27.01.2022,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.06.2021,27.01.2022,Vår Energi AS,12.388,,43437,33360957,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.06.2021,27.01.2022,Equinor Energy AS,7.604,,43437,32011216,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.06.2021,27.01.2022,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.12.2018,17.06.2021,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.12.2018,17.06.2021,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.12.2018,17.06.2021,Vår Energi AS,12.388,,43437,33360957,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.12.2018,17.06.2021,Equinor Energy AS,7.604,,43437,32011216,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.12.2018,17.06.2021,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,16.05.2018,09.12.2018,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,16.05.2018,09.12.2018,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,16.05.2018,09.12.2018,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,16.05.2018,09.12.2018,Equinor Energy AS,7.604,,43437,32011216,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,16.05.2018,09.12.2018,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,02.11.2009,15.05.2018,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,02.11.2009,15.05.2018,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,02.11.2009,15.05.2018,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,02.11.2009,15.05.2018,Statoil Petroleum AS,7.604,,43437,17237817,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,02.11.2009,15.05.2018,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2009,01.11.2009,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2009,01.11.2009,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2009,01.11.2009,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2009,01.11.2009,StatoilHydro Petroleum AS,7.604,,43437,4511658,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2009,01.11.2009,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,StatoilHydro Petroleum AS,6.654,,43437,4511658,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.10.2007,31.12.2008,StatoilHydro ASA,0.95,,43437,4511854,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,Norsk Hydro Petroleum AS,6.654,,43437,4524355,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.2007,30.09.2007,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,Eni Norge AS,12.388,,43437,2388594,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,15.12.2003,31.12.2006,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,Total E&P Norge AS,39.896,,43437,2410708,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,ConocoPhillips Skandinavia AS,35.112,,43437,2410696,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,06.05.2003,14.12.2003,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,TotalFinaElf Exploration Norge AS,39.896,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,Phillips Petroleum Norsk AS,35.112,,43437,705,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,05.03.2003,05.05.2003,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,TotalFinaElf Exploration Norge AS,39.896,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,ConocoPhillips Norge,35.112,,43437,2144081,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,23.10.2002,04.03.2003,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,TotalFinaElf Exploration Norge AS,39.896,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,18.12.2001,22.10.2002,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Total Norge AS,31.87,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,TotalFinaElf Exploration Norge AS,8.026,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Petoro AS,5.0,,43437,1626839,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,17.06.2001,17.12.2001,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Total Norge AS,31.87,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,TotalFinaElf Exploration Norge AS,8.026,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Statens Direkte Økonomiske Engasjement SDØE,5.0,,43437,1623450,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,10.05.2001,16.06.2001,Statoil ASA (old),0.95,,43437,1622484,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,Total Norge AS,31.87,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,TotalFinaElf Exploration Norge AS,8.026,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,Norsk Hydro Produksjon AS,6.654,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,11.01.2001,09.05.2001,Den norske stats oljeselskap a.s,5.95,5.0,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Total Norge AS,31.87,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,TotalFinaElf Exploration Norge AS,8.026,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Norsk Hydro Produksjon AS,6.365,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Den norske stats oljeselskap a.s,5.95,5.0,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,20.12.2000,10.01.2001,Saga Petroleum ASA,0.289,,43437,716,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Fina Production Licenses AS,28.5,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,TotalFinaElf Exploration Norge AS,8.026,,43437,1340884,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Norsk Hydro Produksjon AS,6.365,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Den norske stats oljeselskap a.s,5.95,5.0,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Total Norge AS,3.37,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,24.07.2000,19.12.2000,Saga Petroleum ASA,0.289,,43437,716,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Phillips Petroleum Company Norway,35.112,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Fina Production Licenses AS,28.5,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Norsk Agip AS,12.388,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Elf Petroleum Norge AS,8.026,,43437,298,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Norsk Hydro Produksjon AS,6.365,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Den norske stats oljeselskap a.s,5.95,5.0,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Total Norge AS,3.37,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1999,23.07.2000,Saga Petroleum ASA,0.289,,43437,716,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Phillips Petroleum Company Norway,36.96,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Fina Production Licenses AS,30.0,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Norsk Agip AS,13.04,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Elf Petroleum Norge AS,8.449,,43437,298,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Norsk Hydro Produksjon AS,6.7,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Total Norge AS,3.547,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Den norske stats oljeselskap a.s,1.0,,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1997,31.12.1998,Saga Petroleum ASA,0.304,,43437,716,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Phillips Petroleum Company Norway,36.96,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Fina Production Licenses AS,30.0,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Norsk Agip AS,13.04,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Elf Petroleum Norge AS,7.594,,43437,298,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Norsk Hydro Produksjon AS,6.7,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Total Norge AS,3.547,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Den norske stats oljeselskap a.s,1.0,,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Elf Rex Norge AS,0.855,,43437,320,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.01.1995,31.12.1996,Saga Petroleum ASA,0.304,,43437,716,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Phillips Petroleum Company Norway,36.96,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Fina Production Licenses AS,30.0,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Norsk Agip AS,13.04,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Elf Petroleum Norge AS,7.594,,43437,298,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Norsk Hydro Produksjon AS,6.7,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Total Norge AS,3.547,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Den norske stats oljeselskap a.s,1.0,,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Elf Rex Norge AS,0.855,,43437,320,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,14.08.1992,31.12.1994,Norminol AS,0.304,,43437,529,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Phillips Petroleum Company Norway,36.96,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Fina Production Licenses AS,30.0,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Norsk Agip AS,13.04,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Elf Aquitaine Norge A/S,7.594,,43437,331,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Norsk Hydro Produksjon AS,6.7,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Total Norge AS,3.547,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Den norske stats oljeselskap a.s,1.0,,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Elf Rep Norge A/S,0.456,,43437,309,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Elf Rex Norge AS,0.399,,43437,320,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,22.11.1990,13.08.1992,Norminol AS,0.304,,43437,529,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Phillips Petroleum Company Norway,36.96,,43437,694,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Fina Production Licenses AS,30.0,,43437,386,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Norsk Agip AS,13.04,,43437,45,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Elf Aquitaine Norge A/S,7.594,,43437,331,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Norsk Hydro Produksjon AS,6.7,,43437,430,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Total Norge AS,3.547,,43437,848,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Den norske stats oljeselskap a.s,1.0,,43437,749,02.01.2024,22.05.2024
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,21.11.1990,Eurafrep Norge A/S,0.456,,43437,364,02.01.2024,22.05.2024
